Job_Title,Company,Location,Job_Position,Job Position,Salary Min,Salary Max,Job_Description,Tag
Digital Marketing/ฝ่ายการตลาด,"M.W.A. Welding (Thailand) Co., Ltd.","Bang Yai, Nonthaburi",Art Direction,Full time,,,"คุณสมบัติ ยินดีรับนักศึกษาจบใหม่ (ปริญญาตรี) รายละเอียดงาน Create Content สร้างสรรค์เกี่ยวกับสินค้าอุตสาหกรรมเผยแพร่สู่สื่อออนไลน์ ตัดต่อวีดิโอโปรโมทภาพลักษณ์ของบริษัทฯ บริหารจัดการ Account Social Media (Facebook / Youtube / Homepage/Shopee/Lazada) สามารถใช้โปรแกรมทำกราฟฟิคดีไซน์ได้ (Canva, ตัดต่อ VDO) สวัสดิการ ประกันสังคม โบนัสประจำปี ปรับเงินเดือน (ขึ้นอยู่กับผลงาน) ทำงานตั้งแต่วันจันทร์ - เสาร์ เวลา 08.00 - 17.00 น.","Advertising,Arts & Media"
หัวหน้าคนงานก่อสร้าง/หัวหน้าคนงานก่อสร้าง,"JUST CONSTRUCTION CO., LTD.",Bangkok,Photography,Full time,60.0,119.0,ดำเนินงานก่อสร้างตามงานที่ได้รับมอบหมาย ดูแลคนงานก่อสร้างรายวัน แก้ไขปัญหาเฉพาะหน้า TRANSLATE with x English Arabic [link removed]Hebrew [link removed]Polish [link removed]Bulgarian [link removed]Hindi [link removed]Portuguese [link removed]Catalan [link removed]Hmong Daw [link removed]Romanian [link removed]Chinese Simplified [link removed]Hungarian [link removed]Russian [link removed]Chinese Traditional [link removed]Indonesian [link removed]Slovak [link removed]Czech [link removed]Italian [link removed]Slovenian [link removed]Danish [link removed]Japanese [link removed]Spanish [link removed]Dutch [link removed]Klingon [link removed]Swedish [link removed]English [link removed]Korean [link removed]Thai [link removed]Estonian [link removed]Latvian [link removed]Turkish [link removed]Finnish [link removed]Lithuanian [link removed]Ukrainian [link removed]French [link removed]Malay [link removed]Urdu [link removed]German [link removed]Maltese [link removed]Vietnamese [link removed]Greek [link removed]Norwegian [link removed]Welsh [link removed]Haitian Creole [link removed]Persian [link removed] TRANSLATE with COPY THE URL BELOW Back EMBED THE SNIPPET BELOW IN YOUR SITE Enable collaborative features and customize widget: Bing Webmaster Portal [link removed] Back [link removed],"Advertising,Arts & Media"
Social Media / Content Manager,"UNICORN HOSPITALITY CO., LTD.","Khlong Toei, Bangkok",Art Direction,Full time,,,"Responsible for developing and implementing social media strategies to achieve business goals and enhance brand visibility. The role involves creating and curating engaging content, managing social media channels, analyzing performance metrics, and staying updated on industry trends. Job Summary: The Social Media Manager is responsible for planning, implementing, and monitoring the company's social media strategy in order to increase brand awareness, improve marketing efforts, and drive audience engagement. This role requires a creative and analytical mindset to develop content, manage social media platforms, and analyze performance data. Responsibilities: Strategy Development: Develop and implement a comprehensive social media strategy to align with business goals. Define key performance indicators (KPIs) and set targets for social media campaigns. Strategy Development: Create engaging and shareable content across various platforms, including text, image, and video content. Curate relevant and trending content to share with the audience. Platform Management: Manage and maintain social media profiles, including Facebook, Twitter, Instagram, LinkedIn, and other relevant platforms. Schedule and publish content, ensuring consistency in brand voice and messaging. Audience Engagement: Foster community engagement by responding to comments, messages, and mentions. Develop strategies to encourage user-generated content and brand advocacy. Analytics and Reporting: Monitor and analyze social media performance using analytics tools. Prepare regular reports on key metrics, providing insights and recommendations for improvement. Campaign Planning and Execution: Plan and execute social media campaigns, contests, and promotions. Collaborate with marketing and other teams to integrate social media into broader marketing initiatives. Stay Updated on Trends: Stay informed about industry trends, emerging platforms, and best practices in social media marketing. Social Listening: Monitor conversations and trends related to the brand or industry, leveraging insights for strategy adjustments. Qualifications: Bachelor's degree in Marketing, Communications, or a related field. Proven experience as a Social Media Manager or similar role. Strong understanding of social media platforms, trends, and best practices. Excellent written and verbal communication skills. Creative thinking and ability to generate innovative content ideas. Proficiency in using social media management tools and analytics platforms. Ability to analyze data and extract actionable insights. Familiarity with graphic design tools is a plus.","Advertising,Arts & Media"
พนักงานฝ่ายขาย (ไลฟ์สด)/Sales (Live),Baggage And Luggage Company Limited,"Yan Nawa, Bangkok",Programming & Production,Full time,16000.0,19999.0,รายละเอียดงาน ดำเนินการไลฟ์สด ขายสินค้า (กระเป๋าเดินทาง) ปรับกลยุทธ์การนำเสนอสินค้าให้น่าสนใจอยู่เสมอ มีความเชี่ยวชาญในการใช้ social media เช่น tiktok facebook คุณสมบัติ มีความคิดสร้างสรรค์ มีความมั่นใจในตนเอง มีความละเอียด แก้ไขปัญหาเฉพาะหน้าได้ดี มีทักษะการขาย การพูดนำเสนอสินค้าได้ สถานที่ทำงาน เดินทางสะดวกใกล้ BRT วัดดอกไม้ สวัสดิการ โอที เบี้ยขยัน กินเลี้ยงบริษัท ท่องเที่ยวภายในประเทศ-ต่างประเทศ,"Advertising,Arts & Media"
Graphic/Video Editor,บริษัท อึ้งกุ่ยเฮงสกลนคร จำกัด,Northeastern > Others,Art Direction,Full time,10000.0,15999.0,ลักษณะงาน ออกแบบสื่อโฆษณา ใบปลิว ดูแลสื่อโฆษณาของบริษัทและตามแผนงานที่กำหนด วางแผนผลิตสื่อหรือถ่ายทำ Content ตามที่กำหนด ถ่ายภาพ/ตัดต่อคลิป/Content ตามที่กำหนดและงานอื่นๆที่ได้รับมอบหมาย คุณสมบัติ วุฒิการศึกษาขั้นต่ำ ม.6 สามารถใช้โปรแกรม Photoshop หรือเครื่องมืออื่นๆ ที่เกี่ยวกับงาน มีความคิดสร้างสรรค์ สามารถอธิบายถึงหลักการและแนวคิด รับความคิดเห็นต่างๆ,"Advertising,Arts & Media"
Digital Marketing/เจ้าหน้าที่ฝ่ายการตลาด (Ads Optimize / SEM / Performance Max),MARAPANYA COMPANY LIMITED,Bangkok,"Media Strategy, Planning & Buying",Full time,,,"หน้าที่ความรับผิดชอบ วางแผนกลยุทธ์การตลาดออนไลน์ เพื่อให้ยอดขายเติบโตขึ้น ยิง Ads ทาง Facebook, TikTok, YouTube รวมทั้ง Google Analytics, SEM บริหารต้นทุน และจัดทำรายงาน Performance คุณสมบัติ ไม่จำกัดวุฒิการศึกษา มีประสบการณ์ด้านการยิง Ads / Ads Optimize / SEO / SEM 1 ปีขึ้นไป มี Passion ในธุรกิจการศึกษา หรือมีประสบการณ์ด้านกวดวิชามาก่อน ที่พักอยู่ที่ฝั่งธนฯ หรือใกล้เคียง สวัสดิการ ประกันสังคม วันหยุดประจำปี ลาหยุดประจำปี กิน/เที่ยวประจำปี สถานที่ทำงาน: เจริญนคร 24, BTS กรุงธนบุรี วันและเวลาทำงาน: จันทร์-ศุกร์ เวลา 09.00 น. - 18.00 น.","Advertising,Arts & Media"
Marketing Officer,"Universal Process Chemicals and Equipment Services Co., Ltd.",Rayong,Art Direction,Full time,,,"Responsibilities Develop and execute a marketing strategy for the company that includes a mix of online and offline tactics to reach potential customers. Manage social media accounts, create content, and schedule posts to engage the audience. Write sales copy and content for the company's website, collateral, and other marketing channels. Develop and manage email marketing campaigns and newsletters to drive conversions. Assist in the planning and execution of company events, webinars, and trade shows. Conduct market research to identify trends and opportunities for growth. Requirements Bachelor's degree in marketing, advertising, or business administration At least 2 years of experience in marketing or sales Strong understanding of both online and offline marketing tactics. Strong communication and interpersonal skills. Creative thinker with a track record of developing innovative marketing solutions. Knowledge of SEO, Google Analytics, and social media best practices.","Advertising,Arts & Media"
Ecommerce Specialist,"Optimum Media Direction (Thailand) Co., Ltd.","Pathum Wan, Bangkok","Media Strategy, Planning & Buying",Full time,,,"Work location: Close to BTS Chidlom Main Responsibilities: Work in the Performance Media team to execute online biddable media Manage traffic performance, channel performance, campaign performance to deliver campaign KPIs Monitor and manage performance of campaigns and perform optimization on daily basis and where necessary Be highly organized and effectively manage all the details associated with media campaigns Planning managing and evaluating effective traffic channels to grow e-commerce sale Maintain regular measurement of the ROI/ROAS of campaign Generate weekly reports outlining campaign performance providing post launch analysis and recommendations for future campaigns Experience & Qualification: Graduate in related field e.g., Business Administration/Advertising/ Economics/ Computer Science or Engineering 0-2 Years’ experience with online advertising campaign execution. e.g. Display, Video, Search on Google Ads, Facebook Advertising, LINE Shop, LINE LAP, marketplace backend (Seller Center) and others. Good understanding of e-commerce platforms Experience in e-commerce is preferred E-commerce campaign optimized is a plus Able to multi-task and work under pressure Ability to diagnose campaign issues, create solutions, to communicate and recommend those solutions to others in an easy-to-understand format English literate, able to work in an international working environment Perform any ad-hoc duties or project as assigned Native to MS Excel - reporting","Advertising,Arts & Media"
พิธีกรไลฟ์สด (Live) ภาษาจีนหรืออังกฤษ 2 อัตรา,Siam Laser Clinic,"Vadhana, Bangkok",Art Direction,Full time,,,"SLC Clinic สยามเลเซอร์คลีนิก สถาบันเสริมความงามครบวงจรที่พร้อมมอบประสบการณ์แห่งความงามด้วยเทคโนโลยีล้ำสมัย แพทย์ผู้เชี่ยวชาญประสบการณ์สูง และ การบริการด้วยความจริงใจ หน้าที่ความรับผิดชอบ Live สดผ่านสื่อต่าง ๆ ในเรื่องศัลยกรรม เลเซอร์ผิวหนังเพื่อกระตุ้นยอดขายผลิตภัณฑ์ วางกลยุทธ์ในการ Live สดในแต่ละครั้ง งานอื่น ๆ ที่ได้รับมอบหมาย คุณสมบัติ เน้นมีประสบการณ์ Live 3 - 6 ปี มีความเชี่ยวชาญในการพูด Live มีความรู้และสนใจด้านศัลยกรรมและความงามเป็นพิเศษ **มีความสามารถพูดภาษาจีนและภาษาอังกฤษได้ดี** สอบถามเพิ่มเติม 0971833839 หรือ Line 0971833839 สวัสดิการ สิทธิการเบิกค่าทันตกรรม ทำงานสัปดาห์ละ 5 วัน มีเวลาการทำงานที่ยืดหยุ่น ค่าทำงานล่วงเวลา เงินโบนัสตามผลงาน ประกันสังคม เงินเดือน ประกันสุขภาพ ประกันสังคม กองทุนสำรองเลี้ยงชีพ วันหยุดพักผ่อนประจำปี เที่ยวประจำปีและงานเลี้ยงสังสรรค์ประจำปี สิทธิในการซื้อเวชสำอางและสินค้าในราคาพนักงาน สิทธิในการทำหัตถการทั่วไป, หัตถการประเภทเลเซอร์ และการผ่าตัดศัลยกรรมในราคาพนักงาน สิทธิค่ารักษาพยาบาลบิดา มารดา สิทธิค่าเล่าเรียนบุตร สิทธิเบิกค่าเดินทาง สิทธิเบิกค่าช่วยเหลือตามวาระต่าง ๆ สิทธิในการยื่นเรื่องขอทำศัลยกรรม (โดยไม่เสียค่าใช้จ่าย) โบนัสประจำปี และค่าตอบแทนพิเศษ (ตามตำแหน่งงาน) สิทธิในการขอเข้ารับการฝึกอบรมเพื่อเพิ่มพูนทักษะ (ทั้งภายในและนอกบริษัทฯ) สนใจสมัครงานตำแหน่งงานนี้กรุณาติดต่อ ชื่อผู้ติดต่อ : ทวีศักดิ์ (เรียว)ฝ่ายทรัพยากรบุคคล เบอร์ผู้ติดต่อ : 097-183-3839 SLCclinic 126/19-20 Park Avenue ถ.สุขุมวิท 63 (เอกมัย) แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพ 10110 แขวงคลองตันเหนือ เขตวัฒนา จังหวัดกรุงเทพมหานคร 10110 โทร. : 097-183-3839","Advertising,Arts & Media"
Project Coordinator,GMM Grammy Public Company Limited,"Vadhana, Bangkok","Media Strategy, Planning & Buying",Full time,,,"Project Coordinator Here at ConsultingPress we are always looking for
 fresh talents to join our team. We are looking for
 online marketing specialist in London UK in
 Strategic Planning department. Please read carefully
 what we require and what we offer and use our online
 form for submission. Department: โปรดักชั่น หน้าที่รับผิดชอบ 1. บริหารจัดการตารางงานของศิลปินได้อย่างเหมาะสมและมีประสิทธิภาพ 2. ติดต่อประสานงานกับศิลปินและผู้จัดรวมถึงผู้เกี่ยวข้องทั้งหมด 3. มีความสามารถคุม budget ได้ดี 4. ประสานงานกับทุกหน่วยงานทั้งภายในและภายนอกองค์กรหลาย Project ได้ในเวลาเดียวกันเพื่อให้ทันตามกำหนดเวลาที่วางแผนไว้เเละมีทัศนคติที่ดีต่อองค์กร คุณสมบัติ 1. วุฒิการศึกษาปริญญาตรีขึ้นไป (มีประสบการณ์ด้าน Project Coordinator 1 ปี) 2. บุคลิกดี มีทักษะในการสื่อสาร การประสานงานกับบุคคล และสามารถแก้ไขปัญหาเฉพาะหน้าได้ดี 3. มีความละเอียดรอบคอบสูง 4. มีทักษะ Program MS Office ได้ดี 5. มีทักษะในการจัดการเวลาที่ดี 6. สามารถทำงานนอกสถานที่ได้ ประสบการณ์ 
 1 ปีขึ้นไป จำนวน 
 1 อัตรา","Advertising,Arts & Media"
Video Editor (ตัดต่อวิดีโอ),GMM Grammy Public Company Limited,"Vadhana, Bangkok",Programming & Production,Full time,,,"Video Editor (ตัดต่อวิดีโอ) Here at ConsultingPress we are always looking for
 fresh talents to join our team. We are looking for
 online marketing specialist in London UK in
 Strategic Planning department. Please read carefully
 what we require and what we offer and use our online
 form for submission. Department: โปรดักชั่น หน้าที่รับผิดชอบ - สร้างสรรค์ชิ้นงาน ตัดต่อวิดีโอสัมภาษณ์,วิดีโอคอนเทนต์ต่างๆ และอื่นๆที่ได้รับมอบหมาย เพื่อโปรโมทเพลงและศิลปินลง Social Media ในเครือของ Gmm Grammy คุณสมบัติ 1. มีความสามารถด้านการตัดต่อ,มีความคิดสร้างสรรค์,มีมนุษยสัมพันธ์ดี,มีความมุ่งมั่นตั้งใจทำงาน,มีทักษะประสานงานร่วมกับผู้อื่นได้ดีและสามารถทำงานเป็นทีมได้ 2. สามารถใช้ Adobe All Apps ( Premiere pro, After effect,Illustrator,Photoshop ) ได้คล่องแคล่วโดยเฉพาะ Adobe Premiere Pro และ After effects 3. มีพื้นฐานด้านการออกแบบกราฟฟิกและสามารถออกแบบ Motion graphic ได้ 4. สามารถวางแผนจัดการเวลาการทำงานของตัวเองได้และทำงานได้ตาม Timeline ที่กำหนด 5. ประสบการณ์ทำงานด้านการตัดต่อ 2 ปีขึ้นไปในการสร้างสรรค์ผลงานด้านการตัดต่อวิดีโอต่างๆที่มีชั้นเชิงในการเล่าเรื่อง 6. ปริญญาตรี สาขาภาพยนตร์และสื่อดิจิทัลหรือสาขาที่เกี่ยวข้อง 7. มีความรู้เเละความสนใจใน Entertainment รักเสียงดนตรี 8. หากมีความรู้ในการใช้อุปกรณ์กล้องและ Production จะพิจารณาเป็นพิเศษ 9. ***รับพิจารณาเฉพาะโปรไฟล์ที่มี Portfolio เท่านั้น*** ประสบการณ์ 
 2 ปีขึ้นไป จำนวน 
 1 อัตรา","Advertising,Arts & Media"
Graphic Design,"Fuzio Co., Ltd.","Huai Khwang, Bangkok",Art Direction,Full time,,,"Last Updated : 17.01.2024 | Viewers 6,693 Salary : เงินเดือน 20,001 - 25,000 (THB) Types of employees : ประเภทงาน Full-time เต็มเวลา Area : ปฎิบัติงานที่จังหวัด Education : การศึกษา Bachelor's Degree ปริญญาตรี Experience : ประสบการณ์การทำงาน 2 Year (ปี) Gender : เพศ Male/Female ชาย/หญิง Age : อายุ Non-Specific ไม่จำกัดอายุ Unit : จำนวนรับ 1 อัตรา New Graduated : นักศึกษาจบใหม่ Yes รับพิจารณา Foreigner : ชาวต่างชาติ No ไม่รับพิจารณา Disabled : ผู้พิการ No ไม่รับพิจารณา Night shift : ตำแหน่งงานกะดึก No ไม่ใช่ Job Qualifications ข้อกำหนด - สามารถใช้โปรแกรมหลักๆ ได้ดังนี้ - Photoshop (Good or Advanced) - Flash (Good or Advanced) - Illustrator (Good or Advanced) - หรือโปรแกรมอื่นที่จำเป็นในงานออกแบบ - มีประสบการณ์ทำงานด้านการออกแบบงานกราฟฟิกไม่น้อยกว่า 1 ปี - มีไอเดีย ใฝ่รู้ และความคิดสร้างสรรค์ - มีความคล่องแคล่ว ทันต่อเหตุการณ์ - ชอบทำงานที่หลากหลาย ไม่จำเจ -จบ ป.ตรี สายงาน graphic design ตรง -ทำงานออกแบบได้หลายด้าน สำหรับ Online Offline งานฉลาก package ต่างๆ -ถ่ายรูปอาหาร หรือวัตถุได้ และ ตัดต่อวีดีโอ จะพิจารณาพิเศษ -ภาษาอังกฤษใช้ได้ - ทำงานยืดหยุ่นเวลาได้ Job Details รายละเอียดงาน - Creative ในการออกแบบ Artwork ต่างๆ - งานอื่นๆที่ได้รับมอบหมาย Welfare สวัสดิการ เซอร์วิสชาร์ต ทำงาน จ-ศ เวลา 08.00-18.00 น. อาหารพนักงาน 2 มื้อ วันหยุดนักขัตฤกษ์ 14 วัน/ปี ( หยุดตรงวัน ) วันหยุดพักผ่อนประจำปี 6 วัน ตรวจร่างกายประจำปี ประกันสุขภาพกลุ่ม อื่นๆตามกฎหมายกำหนด Contact ข้อมูลติดต่อ Apichart Rungsang (Human Resources Manager) 135/6 Soi soonvijal 14 New Petchburi Rd., Bangkapi Huay-Khang Bangkok 10310 เว็บไซต์ : www.royalsuite-bkk.com อีเมล์ : เบอร์โทรศัพท์ :","Advertising,Arts & Media"
AP OPEN HOUSE 2024 - Design for Living,AP (Thailand) Public Company Limited,"Khlong Toei, Bangkok","Media Strategy, Planning & Buying",Full time,,,"รายละเอียด DESIGN FOR LIVING DESIGNING YOUR LIFE ติดตามความสนุก และบรรยากาศการฝึกงาน ผ่านรุ่นพี่ตัวจริงเสียงจริงได้ที่ #APOPENHOUSE #ฝึกงานที่เอพี - รู้ลึก รู้จริง กับธุรกิจพัฒนาอสังหาริมทรัพย์ เรียนรู้ภาพรวมของธุรกิจพัฒนาอสังหาริมทรัพย์ตั้งแต่ต้นจนจบ และเข้าใจความต้องการที่ซ่อนอยู่ของผู้บริโภคในยุคของการเปลี่ยนแปลงอย่างแท้จริง ผ่านกระบวนการคิดเชิงออกแบบ Design Thinking ที่ส่งตรงจาก Stanford University (USA) โดยมีโค้ชผู้เชี่ยวชาญพร้อมดูแลและให้คำแนะนำอย่างใกล้ชิด เพื่อเติมเต็มศักยภาพการเป็นนักคิด นักออกแบบอย่างมืออาชีพ พร้อมได้ฝึกประสบการณ์จากการลงมือทำจริง ไม่จำกัดอยู่แค่ในตำรา พร้อมได้เรียนรู้วิถีการทำงานในแบบเอพี บริษัทอสังหาริมทรัพย์ที่มียอดขายอันดับ 1 ของประเทศ และได้รับรางวัลแบรนด์อสังหาริมทรัพย์ที่คนไทยเชื่อถือมากที่สุด 5 ปีซ้อน - PROGRAM HIGHLIGHT รู้ลึกรู้จริงกับธุรกิจพัฒนาอสังหาริมทรัพย์ ตั้งแต่วงจรธุรกิจ, เทรนด์อสังหาฯ, กลยุทธ์การขับเคลื่อนธุรกิจ, แนวทางการพัฒนาโครงการ, กระบวนการสร้างผลิตภัณฑ์, การบริหารจัดการต้นทุน, การวิเคราะห์ธุรกิจ, การวิเคราะห์คู่แข่งและลูกค้า, กลยุทธ์การทำสื่อ, การสร้างแบรนด์ เป็นต้น เพื่อเติมเต็มองค์ความรู้ด้านอสังหาฯ อย่างแท้จริง - รู้ทุกความต้องการที่ซ่อนอยู่ ลงลึกกระบวนการฝึกคิดฝึกทำแบบ Design Thinking ผ่าน Project-Based Learning ให้น้อง ๆ ได้เป็นนักคิด ทำให้มองเห็นวิธีการใหม่ๆ ในการแก้ไขปัญหา ตลอดจนสร้างสรรค์สิ่งใหม่ ๆ รวมถึงนวัตกรรมที่ตอบโจทย์ผู้บริโภคได้ - ลงมือทำจริงพร้อมเปิดประตูสู่โลกกว้าง เพราะชีวิตไม่ได้จำกัดอยู่แค่ในตำรา จากทักษะต่าง ๆ ที่ได้รับ สู่การคิด วิเคราะห์ และลงมือสร้างสรรค์ผลงานจริง ให้ตอบโจทย์ผู้อยู่อาศัยและพิชิตใจกรรมการ เพื่อลุ้นเป็นหนึ่งในผู้ได้รับคัดเลือกไปศึกษาดูงานต่างประเทศ - การเรียนรู้ที่เลือกเองได้อย่างไม่มีที่สิ้นสุด เข้าถึงข้อมูลการเรียนรู้ได้ตลอดเวลา ทั้งด้านอสังหาฯ และทักษะการใช้ชีวิตในทุกมิติ เพียงปลายนิ้วสัมผัสผ่านแพลตฟอร์มเรียนรู้ออนไลน์ หลากหลายหลักสูตรดี ๆ ที่สามารถเลือกเองได้ - BENEFITS เบี้ยเลี้ยงฝึกงาน/ประกันอุบัติเหตุ ประกาศนียบัตร/หนังสือรับรองการฝึกงาน และ Certificate : Design Thinking จาก Stanford University (USA) ได้แลกเปลี่ยนประสบการณ์กับเพื่อนหลากหลายสาขาวิชา จากสถาบันทั่วประเทศ กว่า 40 คน โอกาสร่วมงานกับเอพีบริษัทพัฒนาอสังหาริมทรัพย์ชั้นนำเมื่อเรียนจบ คุณสมบัติของผู้สมัคร 1. นิสิต – นักศึกษา (สัญชาติไทย) ที่กำลังศึกษาอยู่ ชั้นปีที่ 3-5 ทุกคณะ ทุกสาขาวิชา 2. มีความสนใจในธุรกิจพัฒนาอสังหาริมทรัพย์ (Real Estate Development) 3. มีทัศนคติที่ดี มีมุมมองที่ดีต่อการทำงานร่วมกับผู้อื่น และพร้อมเปิดโลกเรียนรู้สิ่งใหม่ๆ อยู่เสมอ 4. สามารถเข้าร่วมโปรแกรมได้ตามระยะเวลาที่กำหนด (4 มิถุนายน - 26 กรกฎาคม 2567)","Advertising,Arts & Media"
รับสมัคร Graphic & VDO Editor ( มืออาชีพ ),ข้าวหงษ์ทอง,"Mueang Nonthaburi, Nonthaburi",Editing & Publishing,Full time,,,"ข้าวหงษ์ทอง ! เปิดรับสมัคร ตำแหน่งใหม่ Graphic & VDO Editor ( มืออาชีพ ) ตัดต่อวีดีโอ & ทำภาพกราฟฟิค จำนวน 1 ตำแหน่ง เพื่อร่วมทำงานกับบริษัทที่มีคามมั่นคง กว่า 80 ปี บริษัท เจียเม้งมาร์เก็ตติ้ง จํากัด (ข้าวหงษ์ทอง) ผู้ผลิตและจัดจำหน่าย ส่งออก ข้าวสารบรรจุถุง ที่ทำงานอยู่แถว ถนนเลี่ยงเมือง – นนทบุรี ใกล้กับ เซ็นทรัลรัตนาธิเบศร์ & ตลาดนกฮูก บริษัทอยู่ติดกับครัวถั่วแระ เลยครับผม #คุณสมบัติและลักษณะของงาน – วุฒิปริญญาตรี หรือ สาขาที่เกี่ยวข้อง มีประสบการณ์ – อายุ 22 – 27 ปี – เพศชาย & หญิง – มีพื้นฐานด้านการถ่าย VDO ใช้กล้อง DSLR ได้ -มีความรู้ในเบื้องต้น ทางออนไลน์ FB , Youtube IG Line -สามารถเขียน Content สำหรับงานออนไลน์ได้ – มีความรับผิดชอบ กระตื้อรื้อร้น เปิดรับสิ่งใหม่ๆอยู่เสมอ – ดูแลตอบคำถามลูกค้า อัพเดทเนื้อหาฟิตข่าวบริษัท – มีความรู้ทางด้าน กราฟฟิค ใช้ PS หรือ AI ได้ระดับดี – มีความคิดสร้างสรรค์ มีความรับผิดชอบ ต่อหน้าที่ – มีทักษะการสื่อสารที่ดี สามารถนำเสนอได้ มีทัศนคติที่ดี – เป็นคนสนุก ไม่เนิร์ด ทำงานท่ามกลางความกดดันได้ – มีทักษะในการใช้ Premiere Pro ตัดต่อได้ชำนาญ – มีความคิดสร้างสรรค์ในการออกแบบ Artwork ได้ดี – ถ้าสามารถทำโมชั่นด้วย After Effect และ DaVinci Resolve (จะพิจารณาเป็นพิเศษ) – สามารถแก้ไขปัญหาเฉพาะหน้าได้เป็นอย่างดี – สุขภาพแข็งแรง ไม่มีโรคประจำตัว – ทำงานจันทร์ – ศุกร์ ( หยุดเสาร์ – อาทิตย์ ) ( แผนกของเรา ทำงานแบบพี่น้อง ไม่มีความกดดัน ) #ใครกำลังมองหางานที่ไม่เครียดมีความสุขแนะนำเลย สิทธิ์ประโยชน์ของบริษัท – ประกันสังคม – โบนัสประจำปี – วันหยุดประจำปี – ลากิจ , ลาพักร้อน —————– สิทธิ์ประโยชน์ของแผนก Online MKT – กินเลี้ยงประจำเดือน ( เมื่อมีการทำผลงานตามเป้า ) – ท่องเที่ยวประจำไตรมาส ( เมื่อมีการทำผลงานตามเป้า ) #เงินเดือน : ( 15 – 25 K ) ( หรือเป็นไปตามการตกลงกัน ) #ขึ้นอยู่ที่ผลงานและประสบการณ์ของทางคุณนะครับ วันเริ่มงาน : 8 มกราคม 2562 หรือตามตกลงกัน *** ส่ง Resume และ ตัวอย่างผลงาน มาที่ Email : F_feelart@hotmail.com Tel : 087-686-2301 (คุณเอฟ) ID LINE : eurahei_smile2533 ———————— FB : ข้าวหงษ์ทอง Line@ ID : hongthongrice ฝากแชร์ให้เพื่อนที่กำลังมองหางานตัดต่อ ด้วยนะครับ https://goo.gl/Sp657m","Advertising,Arts & Media"
Junior Graphic Designer,Green Tomato Media,Bangkok,Art Direction,Full time,,,"Are you a design enthusiast, wired to create and thrive in the world of pixels and aesthetics? Do you dream for the thrill of transforming ideas into digital visual wonders? If you're nodding along and your portfolio is bursting with creativity, we want you on our team! We're on the lookout for a talented Junior Graphic Designer who will help define and enhance the art aesthetics of our Company - crafting visually stunning and engaging websites and Youtube channels. Who are we? We're a diverse team of creative professionals from 20 different countries skilled in creating and developing a wide array of digital portfolios. Including websites, digital software, engaging videos and innovative applications. Unlike all the traditional digital marketing agencies, we don’t work with clients, which means we develop our own products ﻿NOTE: Please apply through our website career page so we can accommodate your application ﻿ https://greentomatomedialimited.bamboohr.com/careers/131 The Role What you get to do? Mission - Our Junior Graphic Designer should possess great technical skills and a keen eye for aesthetics. With the thrilling mission of collaborating with our brand's visual identity and creating captivating designs for our Websites and YouTube platforms, with a primary focus on the Igaming industry, specifically the Online Casino niche. NOTE: Please apply through our website career page so we can accommodate your application ﻿ https://greentomatomedialimited.bamboohr.com/careers/131 Create eye-catching graphics for website layouts, YouTube channels, and other digital visual assets that leave a lasting impression. Team up closely with the Head of Design, where innovation and creativity converge to bring visions to life! Collaborate seamlessly with our YouTube and web development teams to craft impactful digital assets—think banners, icons, thumbnails, and more! Shape and uphold the visual brand identity across a spectrum of projects, infusing them with consistency and flair. Stay updated on industry trends to ensure designs are current and cutting-edge Fine-tune designs based on valuable feedback, ensuring they shine brighter than ever! Ideal Profile About You: Proven ability to deliver high-quality designs (Portfolio required) . 1-2 years of proven graphic design experience. Adaptability across various styles, themes, and projects. Strong understanding of design principles, processes, and aesthetics. Proficiency in video editing such as intro, outros, transitions, and character animation Effective communication skills. Bonus points for SEO website experience. Previous design work for online casino themes or Igaming is a plus. What’s in it for you? Work Where You're Most Comfortable: Fully Remote Flexibility! Enjoy Your Well-Deserved Breaks: Generous Holiday Time Family matters : Take Minimum 2 Months of Parental Leave Team Fun Unleashed: Welcome Dinners, Friday Cheers, and Sports Galore Your Growth Story: Build Your Career Path with Us: Every January, we reassess salaries based on your performance and commitment, valuing dedication and fostering growth. Safety First: Insurance Coverage to all employees once the three month probationary period has been successfully completed. Your Worth, Your Pay: Salary Range that Respects Your Profile, Experience and Location. Hours: 35h/week (9am-6pm with 2 hours of lunch break). At least 4 hours in common with your lead Recruitment process Screening with portfolio check: If you have been selected amongst other candidates you will receive an email with an invitation link for your initial interview. HR interview : Interview will be conducted by Zee (Recruitment Specialist), The meeting will last between 30 mins. - 1 hour and will cover your previous experiences and the reasons why you want to join the company Design test : We will gauge your skills by translating examples to see if your style matches what we are looking for. Final interview : You will meet the Head of Design for the final interview. The meeting will last between 30 mins. - 1 hour. NOTE: Please apply through our website career page so we can accommodate your application https://greentomatomedialimited.bamboohr.com/careers/131 What's on Offer? Great work culture Great financial rewards Flexible working options","Advertising,Arts & Media"
