Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Branch Merchandise Planner (Supply chain) - Supervisor and Officer Level,Jaspal Public Company Limited,"Phra Khanong, Bangkok",Other,Full time,,,"Job Summary: As a Fashion Retail Branch Merchandise Planner, you will play a crucial role in the seamless flow of fashion products from our Distribution Center (DC) to our retail stores. Your responsibilities include efficient allocation of merchandise, collaboration with the DC and store teams to establish delivery schedules. Key Responsibilities: Allocate fashion merchandise from the DC to various retail stores, ensuring optimal stock levels. Coordinate with the DC and store teams to establish efficient shipment schedules. Utilize advanced Excel skills to manage SKU-intensive data through tasks like pivot tables and VLOOKUP. Maintain effective communication with the DC and store personnel to streamline the allocation process. Qualifications: Prior experience in merchandise planning, supply chain. Strong organizational skills to manage allocation processes seamlessly. Excellent communication skills for collaboration with diverse teams. Advanced Excel proficiency, including pivot tables and VLOOKUP, to handle SKU-intensive data. Detail-oriented and adaptable to a fast-paced fashion retail environment. Able to communicate in English with international team. If you are passionate about contributing to the success of our fashion retail business and possess the required qualifications, we invite you to apply for this exciting opportunity. How to apply; Click APPLY NOW to submit your application together as well. Human Resources Department JASPAL COMPANY LIMITED 1054 Soi Sukhumvit 66/1 PrakanongtaiPrakanong, Bangkok 10260 Website : www.jaspalgroup.com"
Customs Specialist Assistant Manager,"SIAM NISTRANS CO., LTD.","Khlong Toei, Bangkok",Freight/Cargo Forwarding,Full time,35000,54999,"Responsibility : Daily HS Code Classification. Scope of work (Mainly HQO and support Branch Visit) Manage HS Code database and cleansing for HS Code Management System Be the HS Code trainer and others as assign. Qualification : More than 5 years direct experience in HS Code Classification and 10 years in Customs Brokerage Freight forwarder business, Manufacturer or Trader Minimum Bachelor's degree in any field. Good English communication. Be proactive, good attitude, and can be able to work under pressure. **ส่ง resume ภาษาอังกฤษ เท่านั้น! Work Location : Asok / CTI Tower"
Delivery supervisor/หัวหน้าแผนกขนส่ง,Hafele (Thailand) Ltd.,"Bang Sao Thong, Samut Prakan",Freight/Cargo Forwarding,Full time,,,"Responsibilities -  Ensure route planning in TMS 100% and distribute the invoices to each drivers for delivery. -  Supervise distribution engineers and supports to work follow the instruction. -  Prepare a monthly report describing the issues and the results of the operations, ready to give solutions to meet the KPIs. -  Response for urgent order and same day delivery and standby the vehicle and drivers to support same day delivery. -  Monitoring and control the all of invoices must be accurate and complete before deliver to customers and return to company -  To manage, plan, organize, staff, transport sub-contractors. -  Provide all delivery personnel training and introduce them to proper job. -  Handle all assigned jobs by Delivery Manager and Upper Level. Requirements -  Bachelor degree in Logistics, Warehousing, transportation. -  Minimum 3 years in delivery / transportation. -  Route Delivery Knowledge. -  Working Process and System Understanding. -  Vehicle Spare Part and Maintenance Knowledge. -  Management Knowledge. -  Alternate saturday -  Work Location : Hafele Logistic Center Bangna KM 22 Samutprakarn"
Deputy Stock Manager/รองผู้จัดการแผนกสต็อก,"Thai Hachiban Co., Ltd.","Khlong Luang, Pathum Thani","Production, Planning & Scheduling",Full time,,,หน้าที่และความรับผิดชอบ : วางแผน การรับ การจัดเก็บและการจัดจ่ายสินค้า วัตถุดิบ สินค้ากึ่งสําเร็จรูป และสินค้าสําเร็จรูป ให้คงคุณภาพตรงตามมาตรฐานที่บริษัทกําหนด วางแผนพัฒนาระบบคลังสินค้าให้มีความทันสมัยมีประสิทธิภาพสามารถแข่งขันในเชิงธุรกิจได้ ควบคุมและตรวจสอบต้นทุนค่าใช้จ่ายงานคลังสินค้า ควบคุมการส่งมอบสินค้าวัตถุดิบให้เป็นไปอย่างมีประสิทธิภาพตามมาตรฐาน GMP และ GHPs ตรวจสอบรายงานการรับประจําวัน จากรายงานการรับสินค้าในระบบ และการนับสต็อกสินค้า เป็นประจําทุกๆ สิ้นเดือน แก้ไขและป้องกันปัญหาเกี่ยวกับการรับวัตถุดิบ สินค้ากึ่งสําเร็จรูป และบริหารพื้นที่ในการจัดเก็บให้มีประสิทธิภาพ วางแผนกําลังคนให้สอดคล้องกับจํานวนการผลิต และสต็อกที่มี กําหนดพื้นที่ในการจัดเก็บ ควบคู่กับการวางแผนการรับวัตถุดิบ และสินค้า ตรวจสอบการจัดเก็บโดยการสุ่มเช็คการจัดเก็บสินค้า  ให้ตรงตามที่กําหนด ติดตาม และควบคุมการส่งมอบสินค้าให้กับรถส่งสินค้าอย่างถูกต้อง ทันเวลา คุณสมบัติผู้สมัคร วุฒิปริญญาตรี สาขาโลจิสติกส์ การจัดการ หรือสาขาที่เกี่ยวข้อง มีประสบการณ์การในระดับบริหารด้านการจัดการคลังสินค้าอย่างน้อย 5 ปีขึ้นไป ความรู้เรื่องระบบ WMS สามารถใช้คอมพิวเตอร์ โปรแกรม Microsoft office ได้ดี สามารถทํางานภายใต้ภาวะความกดดันได้ดี สามารถทำงาน 6 วัน/สัปดาห์ได้
AVP - Marketing Communication,Dohome Public Company Limited,"Din Daeng, Bangkok",Management,Full time,,,"Responsibilities: Develop & Planning & implement activity idea to drive growth for category/brand in each channel Implement sales strategies and promotion activities, including coordination with the internal & External partner Function. Lead & Execution the overall category commercial plan for all channel. Coordinate with sales manager & merchandising manager to generate Sales strategies, promotional campaigns and yearly activities plans. Responsible for POSM, Sales Analysis, customer insight information. Monitor weekly Channel performance, activities performance. Gathering data of Sales channels performance analysis, market access, pricing structure and competition analysis Qualifications: Bachelor’s or Master's degree in Marketing, Business Administration or related field. Minimum 7+ years experience in management level, Trade marketing or Retail Marketing Analytical mind and strong quantitative skills Excellent command of English and computer literacy. Contact Person : K.wanna   Tel. 087-6553722 DOHOME COMPANY LIMITED 60 Dindaeng Road, SamsenNai, Phayathai, Bangkok  10400"
Safety & Industrial Hygiene Officer (Bangpoo),Delta Electronics (Thailand) Public Company Limited,"Mueang Samut Prakan, Samut Prakan",Quality Assurance & Control,Full time,,,"Click like and follow our career page on facebook Delta Careers Thailand (facebook.com) [link removed] Your main role is to: Implementation and promotion of ISO14001 & OHSAS45001 Occupational Health and Safety Management System in the region. Responsible for sanitation management and occupational hazard prevention. Planning and implementing employee safety and sanitation trainings. Planning and inspecting the fire protection equipment. Planning for the classification and disposal of hazardous waste. Developing emergency response plans and disaster prevention drill plans. Assisting all plants in handling works related to safety and sanitation Who are we looking for? Bachelor of Science (Occupational Health and Safety), Major field Environmental Engineering; Health Care Administration. 1-3 years of related experience Microsoft office intermediate Word, Excel, Power Point. English - Basic English / Advanced level, other language will be a plus. Methodical attitude to all aspects of work with attention to detail. Top reasons for why join us? Opportunity to join a diverse and international company where can help create a greener more intelligence-driven future. A number of programs each year to support you in your career journey and our program offering continues to grow annually. Balance life as we have 5-day work week policy We offer comprehensive medical insurance coverage for you and your family. Yearly bonus and quarterly incentive to reward your achievements. We provide a free bus and van shuttle service to many locations around the company. For more details about Delta Electronics please visit www.deltathailand.com [link removed]"
Material Control / Buyer (Chachoengsao)/พนักงานฝ่ายจัดซื้อ,Delta Electronics (Thailand) Public Company Limited,Chachoengsao,"Purchasing, Procurement & Inventory",Full time,,,"Click like and follow our career page on facebook Delta Careers Thailand (facebook.com) [link removed] Your main role is to: Define material purchasing related requirement(MRP) to supplier. Define material delivery related requirement and inventory control. Continuous operating follow plan and collect information by weekly. Control, modify purchasing order follow requirement (Pull in, push out & Cancel order). Review material purchasing order and modify requirement request related requirement period. Review material delivery from supplier related with schedule planning. Preventive and corrective loss time in production line or motivated to preventive to be loss time. Evaluate operation result for improvement. Summarize operation result and improve planning for corrective in the next year. Who are we looking for? Bachelor's degree in Logistic, Supply Chain Management or related major. Good command of speaking, reading and writing in English. At least 1-2 years of purchasing experience. Able communicate in Chinese would be advantage. Top reasons for why join us? Opportunity to join a diverse and international company where can help create a greener more intelligence-driven future. A number of programs each year to support you in your career journey and our program offering continues to grow annually. Balance life as we have 5-day work week policy We offer comprehensive medical insurance coverage for you and your family. Yearly bonus and quarterly incentive to reward your achievements. We provide a free bus and van shuttle service to many locations around the company. For more details about Delta Electronics please visit www.deltathailand.com"
Production Supervisor,"Lear Automotive (Thailand) Co.,Ltd.",Rayong,Assembly & Process Work,Full time,,,"Position Summary: Management and discipline of production employees, Correct and efficient operation of production to maximize output and quality to achieve the Plant targets. Responsibilities: Management, discipline and evaluate of all employees on his shift. Managing and maintaining productivity to meet daily targets. Managing employee leave requests and OT support to minimize effects concerning the production plan. Control all aspects of work and ensure adequate supervision is available for untrained operators. Cleanliness of production area. Ensure the environmental management system is strictly followed. Training of operators to ensure they are familiar with their duties and aware of all emergency procedures. Ensure plant is operated in accordance with health and Safety at Work Regulations. Ensure all safety rules are observed. Creating and management reporting of key performance indicators in relation to efficiency, Health and Safety and cost effectiveness. Assisting the Quality and Engineering functions in the management of quality issues. Study, coordinate and implement on process Improvements in production line, recommend and report to Production Shift Manager / Production Manager. Working on special assignments as may from time to time be directed by Production Shift Manager / Production Manager. Have an authority to stop production due to quality problem. Qualifications/Skill/Training: Bachelor’s degree in engineering or technical field. At least 2 years of experience as a production supervisor level or similar work. Advanced skills in MS Office, Excel and PowerPoint. Production Planning & Control. JIT. IATF16949:2016, ISO14001, ISO45001 and Safety. Leadership skill. 5 S / Keizen. Kanban Management. Six Sigma and Lean Manufacturing. Must have written and spoken (English-Basic level, Thai-Fluent level). Leadership and conflict-management skills."
Marketing Manager/ผู้จัดการฝายการตลาดและขาย,Lalin Property Public Company Limited,"Bang Kapi, Bangkok",Management,Full time,,,หน้าที่ความรับผิดชอบ: วางแผนและบริหารงาน IMC โครงการใน SBU ที่รับผิดชอบให้มีประสิทธิภาพสูงสุด  และอยู่ในงบประมาณ วิเคราะห์และปรับปรุง Customer Visit ให้มีปริมาณและคุณภาพตรงตาม Target Group สนับสนุนฝ่ายขายให้บรรลุเป้าหมายการขายและการโอน (ตาม KPI) วิเคราะห์ (SWOT) คู่แข่งในพื้นที่และคู่แข่งอื่นๆ เพื่อสนับสนุนข้อมูลให้แก่ฝ่ายขาย ให้เกิดความรู้และความเชื่อมั่นเพื่อสนับสนุนงานขาย ดูแลงาน E-Marketing (เฉพาะส่วน) เพื่อสนับสนุนให้เกิดยอด Visit และ Sale วิเคราะห์ข้อมูลที่ได้จากส่วนวิจัยและข้อมูลภายนอกเพื่อปรับกลยุทธ์การตลาดให้ทันเหตุการณ์ ดูแลและควบคุมให้ SOS และ WIP เพื่อสนับสนุนการขายการโอนในปัจจุบันและอนาคตให้สอดคล้องกับกลยุทธ์บริษัทฯ ดูแลและประเมินสำนักงาน  สภาพแวดล้อมโครงการ ตามมาตรฐาน Site Role Model  และ Customer Contract Process ให้ทีมงานขายอยู่ในสภาพที่ดีพร้อม  เพื่อการขายและภาพพจน์บริษัทฯ จัดทำและวางวัตถุประสงค์เป้าหมายแผนการตลาด / งบประมาณการตลาด / แผนปฏิบัติการ / แผนส่งเสริมการขาย บริหารแผนการตลาดและกลยุทธ์การส่งเสริมการขายและกลยุทธ์ตรายี่ห้อให้เป็นที่รู้จักในตลาดในท้องถิ่น จัด Event  Marketing  ที่สามารถเพิ่มยอดขาย กำไร  และสร้างความพอใจสูงสุดแก่ลูกค้า ประสานและช่วยดูแลงานด้าน CRM เร่งด่วน เพื่อแก้ปัญหาข้อร้องเรียนและรักษาไว้ซึ่งภาพพจน์ของบริษัทฯ วิเคราะห์ รวบรวม และประเมินผล  พร้อมทั้งจัดเตรียมข้อมูลทางการตลาดเพื่อนำเสนอแก่ผู้บริหารระดับสูงเพื่อใช้ในการตัดสินใจ ควบคุมดูแลบริหารการตลาดโครงการต่างๆไม่ต่ำกว่า 10 โครงการ งานอื่น ๆ ที่ได้รับมอบหมายจากผู้บังคับบัญชา คุณสมบัติ: วุฒิการศึกษา ป.ตรี - ป.โท สาขาการตลาด หรือ MBA หรือสาขาที่เกี่ยวข้อง ประสบการณ์ทำงานด้านการตลาด 10 ปี ขึ้นไป ถ้ามีประสบการณ์ด้านอสังหาริมทรัพย์แนวราบจะได้รับการพิจารณาเป็นพิเศษ มีประสบการณ์ในการบริหารทีม มีคุณสมบัติของการเป็นผู้นำที่ดี มีความคิดสร้างสรรค์ และไอเดียใหม่ ๆ ในการดำเนินธุรกิจ
Retail Marketing Manager/ Assistant Manager,ELCA (Thailand) Ltd.,"Bang Rak, Bangkok",Management,Full time,,,"Job Description: This function aims to improve our in-channel execution and our ability to overlay localized Retail/ Social Retailing programs onto the standard Product Marketing activity (e.g., Events, Promo, Merchandising, Distortion, Trade) Responsible for customized retail marketing for each Channel (FSS/DS/SMC/Online) with different development of channel specific calendars and programs; including areas such as merchandising, promotions, and events.  Build Omni-Channel building block Owns, develops, coordinates and cascades a tool-kit of in-store promotional activities, in-store program development and execution to Sales and in store artists Develops differentiated calendars and plans/forecasts programs (merchandising, events, promotions) relevant to executional requirements and consumer target audience (CRM data) and retailer campaign for each respective channel and outlets Creates different business models to win in every channel. Monitors results and channel competitiveness to ensure Brand executional excellence in next program Focus on events both off and in store events including on counter activities, workshops with selected partners Deal and work with retailers, suppliers, organizers and work closely with team both product mkt, training, Communications team and sales team Focus on Omni-channel experiences and campaigns Handling VM (collateral or tester units), forecast and allocate samples, testers and counter supplies are sufficient Develop and organize retail activities with purpose of driving new customers acquisition and reason to visit B&M store such as activation supporting local moments, negotiate in store media support, retailer social media support Monitor market retail trend and competitors to identify opportunities and learning analysis Qualifications: Master's or Bachelor's degree in Marketing, Business Administration or related fields Minimum 5 years working experience with 3 years in Category Management / Retail Operations / Retail Marketing / Sales at Manager level. Experience in Luxury Retail Marketing and / or FMCG is a plus. Enthusiastic / proactive / flexible. Strong business acumen. Persuasive but collaborative working attitude. Proven ability to provide guidance, instruction and training. Proven exceptional ability in driving sales, organizational skills, customer service. Management experience and strong influencing skills essential. Strong presentation skills with English proficiency."
Campaign Operations Specialist,PRTR,"Khlong Toei, Bangkok",Management,Contract/Temp,,,"More than just a recruitment company. At PRTR, we have been a part of our customer's success for 30 years as their total HR solutions partner. With 550 dedicated professionals and over 15,000 outsourced staff, we will continue to carry out our mission to develop a better career, a better life, and a better society, and thrive to become the No.1 people solutions organization in Southeast Asia. Job Responsibilities Managing the company's campaign from end to end, consisting of calendar planning, selection strategy, assets management, PMO, and post-mortem analysis. Conducting quantitative analysis on campaign growth levers, initiating recommendations with a solid framework, and executing growth projects accordingly. Overseeing all campaign-related dashboards, from maintaining current ones to constructing new dashboards upon alignment. Qualifications A Bachelor’s degree or above in Business Administration, Economics, Engineering, or related field. 0-1 year experience in Consulting or e-commerce is preferred; a New joiner is welcome. Excellent communication, presentation, and stakeholder management skills, with strong English proficiency. Strong analytical skills to extract insights and provide recommendations. Ability to invent structural thinking framework and simplify it into relevant action plans. Ability to throw in big WHAT IF and light up new ideas with rationale attached. Ability to thrive in a fast-paced environment, while being able to carry giventasksk through independently. Proficiency in Excel is required."
"DC Operation Manager (Rama2 ,Mahachai)",Job Expert Placement (Thailand) Company Limited,Samut Sakhon,Other,Full time,,,"Position: Logistics Operations Manager Location: Mahachai, Samutsakorn Province - Distribution Center Responsibilities: Collaborate with the logistics service provider to analyze and define critical operational factors for achieving the most cost-effective operation in an automated environment. Exercise operational control and analyze data to monitor the performance of the third-party logistics (3PL) provider. Attain targeted service levels for the assigned category by developing and analyzing key performance indicators. Engage in joint planning with the 3PL and its capacity planners to optimize DC space utilization, automated sorter plans, operation flow, delivery plans, and manage urgent orders. Ensure daily communication with the 3PL regarding scheduling, planning, ordering, goods receiving, dispatching, and store delivery within the assigned category. Manage and control daily inventory reconciliation at the Distribution Center, facilitating correct operation of the company ordering system, including stock adjustments and periodic physical stock takes. Handle daily claims from stores and 3PL , and communicate strategic issues to the Supply Chain Management (SCM) team at the head office for resolution. Collaborate closely with the head office SCM team for order plans, promotions, back haul, transport, and other related activities. Communicate daily activities to stores that may impact store GR operations and promptly resolve any arising issues. Oversee 3PL for ""Value-added service"" activities, including goods return to vendors and stores transfers. Manage and report daily logistics irregularities to vendors and stores transfer. Perform daily order consolidation tasks from stores and head office order requests during office holidays and weekends. Control additional logistics operational expenses for ad hoc requirements. Proactively contribute ideas for continuous operational improvement plans. Perform any other tasks assigned by the Supply Chain Manage Qualification Bachelor's degree in Supply Chain, Logistics, or a related field. Minimum of 5 years in a similar managerial position, preferably with substantial exposure in a service-oriented organization. Strong interpersonal, planning, leadership, communication, and negotiation skills. Computer literate. Self-motivated, decisive, team player, open-minded, firm, and pragmatic. Ability to work under pressure and willingness to work extended hours. Attention to detail, positive work attitude, honesty, and a high level of integrity. Availability to work six days a week."
E-commerce Operations Specialist (Jack Russel Jeans)...,"MUSE GALLERIA CO., LTD.","Bang Rak, Bangkok","Purchasing, Procurement & Inventory",Full time,25000,34999,"We are seeking a highly organized and detail-oriented E-commerce Operations Specialist to join our dynamic team. The ideal candidate will play a crucial role in managing the day-to-day operations of our online store such as Lazada, Shopee, Tiktok and Shopify, focusing on order fulfillment, inventory management, and providing exceptional customer support through various channels, including chat. Responsibilities: Order Management: Process and manage online store orders efficiently and accurately. Coordinate order fulfillment, ensuring timely shipping and delivery. Address any issues related to order processing and delivery delays. Inventory Control: Monitor and manage product inventory levels to prevent stockouts and overstocks. Conduct regular inventory audits and reconcile discrepancies. Work closely with the merchandising team to optimize product availability. Customer Support: Provide prompt and courteous customer support through chat, addressing inquiries and resolving issues. Assist customers in tracking orders and handling returns or exchanges. Collaborate with the customer service team to ensure a seamless customer experience. E-commerce Operations: Collaborate with cross-functional teams, including marketing, web development, and logistics, to optimize online store operations. Implement and refine operational processes to enhance efficiency and customer satisfaction. Stay informed about industry trends and recommend improvements to stay competitive Qualifications: Bachelor's degree in Business, E-commerce, or a related field. Proven experience in e-commerce operations, order fulfillment, and inventory management. Strong communication skills with the ability to interact effectively with customers and internal teams. Address: Silom Edge, No. 2 Silom Road, 10th -14th Floor, Si Lom, Suriya Wong, Bang Rak, Bangkok 10500 www.jackrussel.co [link removed]"
Demand and Supply Specialist,Jaspal Public Company Limited,"Bang Phli, Samut Prakan",Freight/Cargo Forwarding,Full time,,,"Job Description จัดทำแผนการรับสินค้าตามรูปแบบและระยะเวลาที่กำหนด โดยแยกประเภทของผู้ส่งมอบ (Supplier) เป็นผู้ส่งมอบภายในประเทศ (Local supplier) และ ผู้ส่งมอบต่างประเทศ (Import supplier) จัดเรียงลำดับการรับสินค้าตามลำดับการส่งมอบสินค้าเข้าก่อนออกก่อน (FIFO), กำหนดขาย (Launch Plan) และกำลังการตรวจนับ (Capacity) ของหน่วยงานรับสินค้า จัดทำสรุปประจำวันว่ามีสินค้าใด ที่รับไม่เป็นไปตามแผนงาน และสรุปเป็นรายเดือนถึง % ที่รับสินค้าได้ตามแผนและไม่ได้ตามเป้าหมาย จัดทำแผนการเพิ่มมูลค่าสินค้า VAS (Value added service) สำหรับสินค้าจากผู้ส่งมอบต่างประเทศ (Import supplier) โดยจะต้องทำแผนตามหลักเข้าก่อนออกก่อน FIFO (First In, First Out), กำลังคน และกำหนดการขายสินค้า โดยส่งออกแผนการทำ VAS เป็นประจำทุกวันให้กับผู้ที่เกี่ยวข้องตามตารางเวลาที่กำหนด จัดทำรายงานติดตามการทำ VAS (VAS tracking report) ตามรูปแบบที่กำหนด และส่งสรุปเป็นรายเดือนให้ผู้เกี่ยวข้อง จัดทำรายงานและติดตามการรับสินค้าตัวอย่าง, สินค้า RCN, สินค้าที่ยังไม่มี Barcode มาติด barcode รวมถึงการนำสินค้าออก จัดทำรายงาน OTIF ของผู้ส่งมอบภายในประเทศและต่างประเทศ ริเริ่ม แนะนำ จัดเตรียมวิธีการแก้ปัญหาผ่านทางสถิติ เครื่องมือที่จัดตั้งขึ้นเพื่อใช้ในการพยากรณ์ ติดตามผลการแก้ไขปัญหาและรายงานต่อผู้บังคับบัญชา ติดตาม และวัดผลการดำเนินงานของกระบวนการทำงานที่รับผิดชอบ รวมทั้งส่งเสริมให้หน่วยงานที่เกี่ยวข้องมีส่วนร่วมในการบรรลุถึงเป้าหมาย ตามดรรชนีชี้วัดประสิทธิภาพในการทำงาน (Key Performance Indicator: KPI) ของบริษัทฯ โดยจะต้องลดปัญหาและข้อร้องเรียนระหว่างแผนกและนอกแผนกในเรื่องของการทำแผนงานผิดพลาด ปฏิบัติงาน วันจันทร์–วันเสาร์ (1 เสาร์ต่อเดือน) เวลา 08.00–17.00 น. ณ ศูนย์กระจายสินค้า บริษัทยัสปาล จำกัด Job requirements มีความรู้ความเชี่ยวชาญในการวิเคราะห์ วางแผน และพัฒนาระบบงานด้านโลจิสติกส์ การพยากรณ์ มีความเข้าใจที่มีต่อโลจิสติกส์และการเงินเป็นอย่างดี เข้าใจและมีประสบการณ์ในการใช้ตัวต้นแบบในการพยากรณ์ มีความสามารถในการคิดในเชิงกลยุทธ์ และความสามารถในการบริหาร ได้แก่ การวิเคราะห์ วางแผน แก้ไขปัญหา ตัดสินใจ สื่อสาร ประสานงาน และติดตามงาน มีความสามารถในการสื่อสารอย่างดีเยี่ยม และมีความสามารถในการนำเสนอดี มีวุฒิภาวะ ภาวะผู้นำ ความสามารถทำงานร่วมกับผู้อื่น และความสามารถในการปกครองบังคับบัญชา มีความเข้าใจในระบบคอมพิวเตอร์เพื่อการบริหารงานคลังสินค้า (Warehouse management System) การบริหารงานด้านการจัดส่ง มีพื้นฐานภาษาอังกฤษดี สามารถสื่อสาร พูด อ่าน เขียน ฟัง และนำเสนอได้ดี สามารถใช้คอมพิวเตอร์ได้อย่างดีมาก MS Excel, Access and outlook"
Sea Export Customer Service Officer,"KWE-Kintetsu World Express (Thailand) Co., Ltd.","Chatuchak, Bangkok",Freight/Cargo Forwarding,Full time,,,"Job Descriptions • Processing an export shipments as per Shipping Instruction • Ensure a smooth booking, documentation and invoicing process • Preparing shipping documents (Bill of lading, Invoice, PO, P/L, COA, etc.). • Act as center point of contact with customers for booking process, document confirmation/correction and related clarifications (including amendments) • Verifying the job is priced correctly upon sending the booking confirmation • Provide feedback on shipment and process improvement to Supervisor or directly to Head of Department • Work closely with other departments to support the booking process and expand more business Qualifications Bachelor Degree or higher in BA Chemistry Logistics Business International Management or any related field. 1-5 years experienced in freight forwarding,Customer Service or Logistics business Able to work with multi tasks simultaneously and under pressure Strong interpersonal skill Good coordination Good Relation and Service Mind Good Command of reading and writing English High responsible and willing to learn Having Service Minded active, analytical thinking and Negotiation Character Willing to work long hours and After working hours and Proficient computer skills in MS Word Excel and Power Point"
Quality Assurance Manager/ผู้จัดการฝ่ายประกันคุณภาพ,"Sahamitr Pressure Container Public Co., Ltd.","Bang Khun Thian, Bangkok",Quality Assurance & Control,Full time,,,"Job Description Responsible for quality assurance process and operation to ensure the quality of products meets the standards and customer requirements. Supervise the product design team to ensure the thoroughness of product design, compliance with standards, and its role as a blueprint for the production process. Develop systems to manage failure mode effects and analysis, corrective actions, and report root cause analysis for internal and external quality issues. Maintain quality assurance documents to support customers, routine audits, and certification audits. Qualifications Bachelor’s Degree or higher in Engineering or related field. Minimum 3-5 years’ experience at a management level. Minimum 5 years’ experience in manufacturing quality assurance related field. Team Management / Integrity / leadership / problem solving skills. Good command in English Experienced with ISO 9001, ISO 14001, and Standards for LPG cylinders manufacturing. Extensive skills in Microsoft Office, experience with other software suites such as AutoCAD, or SAP is a plus. Working Condition Working area: Bangkhunthien-Chaitalay Working day: 6 days a week Working hours: 07.00-16.00"
Logistics Officer,"FENCHEM (THAILAND) CO., LTD.","Vadhana, Bangkok",Import/Export & Customs,Full time,16000,24999,"Manage logistics and warehouse operations including inbound, outbound and inventory management to ensure product receive and deliver on-time Monitor closely with warehouse and shipping operation Co-operate with warehouse/transportation to relocate products when customers postpone the delivery Ensure on-time delivery plan and co-ordinate with related parties Make document of delivery plan to warehouse to let them prepare Goods to customer Check expenses such as Shipping Clearance, Warehouse storage charge and Transportation charge at the end of every month Input the record of the whole expenses on excel file. Qualification  : Bachelor's degree or higher Logistics, Business Management, Supply Chain or related field At least 0-2 years experiences in Logistics or Import & Export. Good command of spoken and written English for communication Can speak Chinese (Minimum HSK5) will be advantages Proficient in MS Office and SAP Strong leadership and commitment to work for higher achievement Ability to work under pressure Knowledge in accounting FENCHEM (THAILAND) CO., LTD. 50 Sukhumvit 21 Road (Asoke), GMM Grammy Place, Floor 12, No.1201,Khlongtoeynua, Wattana, Bangkok 10110 Tel.  02-035-7161-2"
Trade Marketing Executive,D.H.A. Siamwalla Ltd.,"Bang Rak, Bangkok",Management,Full time,,,"Duties & Responsibilities : 1. Develop and implement channel marketing strategies, programs and promotions targeted at all variable channels for Group Products. 2. Evaluate channel effectiveness for the sale and distribution of product. 3. Properly present and protect the brand in assigned channels. 4. Develop marketing literature, sales tools and merchandising for channel customers. 5. Plan, forecast sales and implement marketing programs and promotions for the channel. 6. Other Assignments. Qualification : Master's degree in Marketing,Business administration or Other related field. At lest 0-5 year of experience in Marketing or Other related field. Good Presentation skills and Communication skills. Good computer skills, including Excel, Powerpoint, Word. Have strong critical thinking skills and analytical abilities. Benefits : Medical Insurance IPD, OPD, Dental Provident fund Performance Bonus Salary adjustment Long Service Award Social Security Any inquiry please contact: 02-668-0123 Ext. 5116 ,5117"
Supply Chain Launch Planning Manager APAC & MEA,"Electrolux Thailand Co., Ltd.","Huai Khwang, Bangkok","Production, Planning & Scheduling",Full time,,,"Put people at the heart of everything you do. At Electrolux, a leading global appliance company, we strive every day to shape living for the better for our consumers, our people and our planet. We share ideas and collaborate so that together, we can develop solutions that deliver enjoyable and sustainable living. Come join us as you are. We believe diverse perspectives make us stronger and more innovative. In our global community of people from 100+ countries, we listen to each other, actively contribute and grow together. Join us in our exciting quest to build the future home! What you'll do: Lead a team to drive key important new launches across APAC & MEA region, including process understanding, gap identification, and process improvement along with the normal launch management for integrated launch from design-stage and until delivery to customer. In detail, you will: Follow and improve the launch planning process for upcoming projects Support Project Manager as Supply chain representative, participating into Electrolux Project Management checkpoint process Coordinate with relevant functions to ensure fulfilment of Supply chain-related exit criteria of every checkpoint (CP) Follow the process of Base models (in agreement with LCM), frozen BOM & Release of RPOs with all relevant parties (R&D, Purchasing, Product Line, Material planning & Project Manager) to ensure long LT components availability Ramp up plan definition (volume / sequence) and follow up based on LCM prioritization Coordinate with Factory Supply Chain Manager for production ramp-up planning. If bottlenecks in given period/week emerge on PNC launch capacity, drive prioritization of activities. Responsible for planning & executing Phase In and Phase out plan by working along with the country sales operations & Product Line teams Ensure Demand plan availability on time and in line with business plans/Category team expectation, linking to Sales operation team and coordinate with LCM to get Cluster PL acting on the issue. Check that Base model (w/factory on phase in meeting) homologation process is in line with ramp up requirements Consider implications on Phased-out PNCs to avoid obsolescence or out-of-stocks based on phase-out plan developed by LCM Qualifications: Degree in Supply Chain / Engineering 10+ years of experience in Product Launch Planning along with end to end understanding of Supply Chain management (Demand Planning/Supply Planning & S&OP), ideally in a sales/manufacturing organization. Home appliances industry is a big plus. Proven ability to consistently improve performance in launch planning, supply chain planning Working knowledge of Finance, Product Line, and Sales Understanding of MPS and MRP principles Excellent project management skills Curious individual with strong analytical skills and ability to articulate complex concepts clearly Great personal organization skills, attention to detail and ability to work to deadlines in a fast-paced, results-oriented, multicultural environment Professional certification i.e., ASCM (formerly known as APICS) CPIM or CSCP will be another plus point. Experience in utilizing (SAP ECC, SAP APO/SAP IBP, SAP BI, Power BI). Excel advanced user. Fluency in English Where you'll be: You will be based in our Bangkok Office and report to Head of Planning APAC & MEA. Benefits highlights: Medical & Life Insurance Discounts on Electrolux products and services Flexible work hours/hybrid work environment As part of Electrolux, we will continuously invest in you and your development. There are no barriers to where your career could take you. Find out more: https://www.electroluxgroup.com/en/"
