Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Senior Executive Legal,"Frasers Property Management Services (Thailand) Co., Ltd.","Pathum Wan, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"Key Responsibilities Review, draft, and prepare Letter of Offer, Lease, and Service Agreements, including its addendum, and the side letter with respect to office leasing of commercial building development. Make weekly reports on the status of ongoing contracts for new leasing and renewal. Understand the common office leasing industry and have the ability to draft special conditions as well as deviations to lease and handle contract negotiations with prospective tenants. Have strong legal knowledge and experience in relation to office and property developments. Provide professional legal opinion and advice on various aspects of office leasing to the leasing team upon request. Oversee database and filing of the signed contracts, including records of the signed contracts and reminders of expiration of lease term. Highest working standards with strong service orientation and service mind. Qualification Master’s or Bachelor’s degree in Law with a Thai Lawyer License. At least 5 years of experience in office and property leasing industries. Ability to manage multiple demands to meet and exceed the expectations of the business and stakeholders. Good team player with analytical and systematic thinking and problem-solving English skill requirement: Excellent oral and written communication skills in English We are looking for a great confident candidate who has a passion to success.  We offer a competitive remuneration package for the right candidate.  If you believe you are qualified for this position, please send a detailed resume in English stating your current and expected salary, together with your recent photograph to Human Resources Department Frasers Property Management Services (Thailand) Co., Ltd. Park Ventures Ecoplex 19th Floor 57 Wireless Road, Lumpini, Patumwan, Bangkok 10330 Only shortlisted candidates will be notified."
Property Consultant (Resales and Leasing - Japanese speaking),SC Asset Corporation Public Company Limited,"Phaya Thai, Bangkok",Other,Full time,,,Bridge Thailand ( SC ASSET'S Subsidiary Company ) Job Highlights Fluent in English & Japanese International Environment Salary + Commission +++ Roles & Responsibilities To rent out and sell properties as received target To follow and meet clients (including guiding on property tour) To prepare related documents To explore new opportunity in real estate business or any related including survey To source new client channels and stocks To develop and maintain strong relationship with client and ensure a continuous workflow of sales revenue Preferred Qualifications Bachelor’s degree in any field Must be able to communicate in English and Japanese effectively Previous experience as a real estate broker or working for a developer is required Strong interpersonal and communication skills with a track record of achieving high-end residential property sales Excellent personal presentation and customer service skills with a positive attitude Able to work 6 days/week
ผู้จัดการนิติบุคคลหมู่บ้านจัดสรร/อาคารชุด,"INFINITE PROPERTY SOLUTIONS CO., LTD.",Chachoengsao,"Commercial Sales, Leasing & Property Mgmt",Full time,,,Job Descriptions - จัดการเรื่องต่างๆ เพื่อประโยชน์ในการจัดการและดูแลทรัพย์ส่วนกลางให้อยู่ในสภาพปกติเรียบร้อย และเพื่อประโยชน์ของเจ้าของร่วม - จัดซื้อ/จัดหาทรัพย์สินตลอดจนจัดให้มีบริการด้านสิ่งอำนวยความสะดวกต่าง ๆ แก่เจ้าของร่วม ภายใต้ระเบียบที่ออกโดยคณะกรรมการหมู่บ้านจัดสรร และ อาคารชุด - เรียกเก็บ เงินกองทุน และ ค่าใช้จ่ายส่วนกลาง จากเจ้าของร่วม เพื่อนำมาใช้เป็นค่าใช้จ่ายในการบำรุงรักษาซ่อมแซมระบบสาธารณูปโภคส่วนกลาง รวมทั้งทรัพย์ส่วนกลาง และการให้บริการอื่น ๆ - ดำเนินการตามมติของที่ประชุมใหญ่เจ้าของร่วมหรือตามมติของคณะกรรมการอาคารชุด ทั้งนี้โดยไม่ขัดต่อข้อบังคับของ นิติบุคคลและพระราชบัญญัติหมู่บ้านจัดสรร หรือ อาคารชุด - ควบคุมดูแลการใช้ประโยชน์ทั้งภายในห้องชุด และการใช้สิทธิ์ในทรัพย์ส่วนกลางของเจ้าของร่วมและผู้อยู่อาศัยให้เป็นไปตาม ข้อบังคับและระเบียบของนิติบุคคลฯ ทั้งที่มีอยู่แล้วและที่จะมีในอนาคต - เป็นผู้แทนของนิติบุคคลฯ ภายในขอบเขตของพระราชบัญญัติ ข้อบังคับของนิติบุคคลฯ หรือมติที่ประชุมใหญ่เจ้าของร่วม รวมทั้งมีอำนาจในการติดตาม ทวงหนี้ ฟ้องร้อง บังคับคดี เป็นต้น - จัดให้มีการประชุมใหญ่ตามที่กำหนดไว้ในข้อบังคับของนิติบุคคลหมู่บ้านจัดสรร และ อาคารชุด - กำหนดระเบียบของนิติบุคคลฯ โดยความเห็นชอบของคณะกรรมการ โดยไม่ขัดต่อพระราชบัญญัติหมู่บ้านจัดสรร และ อาคารชุด - งานอื่นๆ ตามที่ได้รับมอบหมาย Qualifications มีบุคลิกภาพดี มีใจรักในงานบริการ และมีมนุษยสัมพันธ์ดีเยี่ยม ใช้โปรแกรม MS Office ได้ มีความละเอียดรอบคอบ มีประสบการณ์การบริหารจัดการนิติบุคคลหมู่บ้านจัดสรร หรือ อาคารชุด ไม่น้อยกว่า 3 ปี Contacts คุณจิราภรณ์ บริษัท อินฟินิท พร็อพเพอร์ตี้ โซลูชั่นส์ จำกัด 959/8 ถนนเทพคุณากร Na Mueang Mueang Chachoengsao Chachoengsao 24000 Tel. : 094-321-7676 [link removed]
Business Development (Property Business),Cornerstone Global Partners Pte Ltd - Thailand,Bangkok,"Commercial Sales, Leasing & Property Mgmt",Full time,90000,159999,"Job Scope: Conduct thorough market research to identify potential opportunities, trends, and gaps in the real estate and property market. Analyze competitor activities and market dynamics to stay ahead of industry trends. Identify and cultivate relationships with potential clients, investors, and partners. Work closely with the development team to identify and evaluate potential projects. Conduct financial analysis of potential projects, including feasibility studies, cost-benefit analysis, and risk assessments. Contribute to the development of long-term business strategies and plans. Provide insights and recommendations based on market trends and competitive analysis. Qualification: Degree in Real Estate or any related field Proven experiences in real estate business with relevant skill to analyze project feasibility. High responsibility, Proactive, Result-oriented Required skills: Analyzing, Presentation, Negotiation, English Language"
Legal Manager (Real Estates/Property Developer) 80-120K,"AOU ASIA RECRUITMENT CO., LTD.",Bangkok,"Commercial Sales, Leasing & Property Mgmt",Full time,,,"Our client is an award-winning full-service real estate development company with a big portfolio of properties in Thailand Interested please click apply, or send CV to kasemsak @ aouasia.com or call “ 063 726 6628 ” Job Responsibilities: Negotiate, draft, review and advise upon, all required legal documentation in relation to real estate matters, including leases (commercial, residential and retail), facilities management agreements, property management agreements, development agreements, assignment agreements, settlement agreements, confidentiality agreements, hotel management agreements, MOUs, LOIs, and all other related and ancillary documents. Provide legal consultation, advice and support to companies across the Group in respect of both existing and prospective matters, and to identify, contain and manage exposure and contingent risk. Ensure proper compliance by Group companies with all property laws and regulations Oversee and Legal advice in Litigation cases and coordination with Law Firm Provide advice in respect of more general commercial matters (including intellectual property, agency, distributorship, franchising, and finance issues) as well as advising on the management and conduct of various contentious matters. To also provide advice, as and when required, on construction related matters. Qualifications: Bachelor’s Degree in law 10 years of experience in property business Real Estate, hotel, condominium, office building experience Previous experience within an in-house legal role is preferable Previous experience working for a diverse group or a variety of companies Good in both written and spoken English If you would like to discuss, please “apply now” for a confidential conversation"
เจ้าหน้าที่ขาย/ขายอาวุโส (โครงการใหม่ ประชาอุทิศ 90) สายงานขาย...,Lalin Property Public Company Limited,"Thung Khru, Bangkok",Residential Leasing & Property Management,Full time,,,"คุณสมบัติ - เพศชาย/หญิง อายุ 25-33 ปี - จบปริญญาตรี - มีประสบการณ์ขายอสังหาริมทรัพย์อย่างน้อย 2 ปีขึ้นไป - ขับรถยนต์ได้ มีใบขับขี่ รายละเอียดงาน - ดำเนินการขาย และปิดการขายให้เป็นไปตามแผนงานที่กำหนด - แก้ปัญหาต่าง ๆ ในการขาย และปิดการขายในกรณีที่ลูกค้ามีข้อต่อรองทั้งที่อยู่ในอำนาจและขออนุมัติดำเนินการ จากผู้บังคับบัญชา - จัดทำรายการงานต่าง ๆ ตามแบบฟอร์มที่กำหนด,แผนงานด้านการตลาด,และการขาย - ประเมินผลสื่อ,ลูกค้าที่เข้าชมโครงการ,แผนงานด้านการตลาด,และการขาย - ติดตาม และบริหารงานโอนบ้านให้เป็นไปตามเป้าหมาย และการขาย - ดูแลสำนักงานขาย,บ้านตัวอย่าง,โทรศัพท์,สวน และบริการต่าง ๆ เป็นไปตามนโยบายของบริษัทฯ - ประสานงานกับหน่วยงานต่าง ๆ ที่เกี่ยวข้อง เพื่อให้งานด้านต่าง ๆ เป็นไปตามนโยบายของบริษัทฯ - งานอื่น ๆ ที่ได้รับมอบหมายจากผู้บังคับบัญชา ตามที่เห็นสมควร สวัสดิการบริษัท - กองทุนสำรองเลี้ยงชีพ - ประกันสุขภาพหมู่ และอุบัติเหตุหมู่ - ค่ารักษาพยาบาล (ผู้ป่วยใน และผู้ป่วยนอก) - ส่วนลดพิเศษซื้อบ้านในโครงการบริษัทฯ - เครื่องแบบพนักงาน (แจกทุกปี) - รางวัลอายุงาน - ค่าครองชีพ และค่าตำแหน่ง - เงินช่วยเหลือมงคลสมรส - เงินช่วยเหลืออุปสมบท - เงินช่วยฌาปนกิจครอบครัว และพนักงาน - ของเยี่ยมกรณีคลอดบุตร - ของเยี่ยมกรณีรักษาตัวในโรงพยาบาล - งานเลี้ยงสังสรรค์ปีใหม่ - ปรับค่าจ้าง และโบนัสประจำปี - ประกันสังคม และกองทุนเงินทดแทน การรับสมัครงาน กรุณาติดต่อ คุณอ๊อต ( 081-8709111 ) คุณแต๋ม ( 087-970-3854 ) หรือ แผนกสรรหาบุคคล 02-732-1041-5 ต่อ 207"
เจ้าหน้าที่ขาย/เจ้าหน้าที่ขายอาวุโส (ประจำโครงการบ้านจัดสรรในหลายพื้นที่),Lalin Property Public Company Limited,Bangkok,Residential Leasing & Property Management,Full time,,,"คุณสมบัติ - วุฒิการศึกษาขั้นต่ำระดับปริญญาตรี - มีประสบการณ์ขายโครงการบ้านจัดสรรหรืออสังหาริมทรัพย์ - สามารถขับรถยนต์ได้ มีใบขับขี่ รายละเอียดงาน - ดำเนินการขาย และปิดการขายให้เป็นไปตามแผนงานที่กำหนด - แก้ปัญหาต่าง ๆ ในการขาย และปิดการขายในกรณีที่ลูกค้ามีข้อต่อรองทั้งที่อยู่ในอำนาจและขออนุมัติดำเนินการ จากผู้บังคับบัญชา - จัดทำรายการงานต่าง ๆ ตามแบบฟอร์มที่กำหนด,แผนงานด้านการตลาด,และการขาย - ประเมินผลสื่อ,ลูกค้าที่เข้าชมโครงการ,แผนงานด้านการตลาด,และการขาย - ติดตาม และบริหารงานโอนบ้านให้เป็นไปตามเป้าหมาย และการขาย - ดูแลสำนักงานขาย,บ้านตัวอย่าง,โทรศัพท์,สวน และบริการต่าง ๆ เป็นไปตามนโยบายของบริษัทฯ - ประสานงานกับหน่วยงานต่าง ๆ ที่เกี่ยวข้อง เพื่อให้งานด้านต่าง ๆ เป็นไปตามนโยบายของบริษัทฯ - งานอื่น ๆ ที่ได้รับมอบหมายจากผู้บังคับบัญชา ตามที่เห็นสมควร สวัสดิการบริษัท - กองทุนสำรองเลี้ยงชีพ - ประกันสุขภาพหมู่ และอุบัติเหตุหมู่ - ค่ารักษาพยาบาล (ผู้ป่วยใน และผู้ป่วยนอก) - ส่วนลดพิเศษซื้อบ้านในโครงการบริษัทฯ - เครื่องแบบพนักงาน (แจกทุกปี) - รางวัลอายุงาน - ค่าครองชีพ และค่าตำแหน่ง - เงินช่วยเหลือมงคลสมรส - เงินช่วยเหลืออุปสมบท - เงินช่วยฌาปนกิจครอบครัว และพนักงาน - ของเยี่ยมกรณีคลอดบุตร - ของเยี่ยมกรณีรักษาตัวในโรงพยาบาล - งานเลี้ยงสังสรรค์ปีใหม่ - ปรับค่าจ้าง และโบนัสประจำปี - ประกันสังคม และกองทุนเงินทดแทน การรับสมัครงาน กรุณาติดต่อ คุณอ๊อต ( 081-8709111 ) คุณแต๋ม ( 087-970-3854 ) หรือ แผนกสรรหาบุคคล 02-732-1041-5 ต่อ 207"
"Manager, Mall Analyst (Fixed Term)",Lotus's,"Bueng Kum, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"Key Responsibility: Site/store visit to understand customer behaviour, demographic, competition, town potential and opportunities in specific catchment and location. Define mall control store and analyses selected store covering financial performance, lease agreement, tenants optimal size, occupancy rate, space utilization and income trend to be guidance for mall input. Provide mall scheme, space requirement, income forecasting both indoor and outdoor. Weekly meeting with property natural working team to drive store development program. Prepare all related support documents for Senior to ensure the success of working sites i.e. one page of mall strategy statement paper, Tenant mix proportion , Analogue Performance analysis Work with mall insight to develop saleskits and present to leasing team Coordinate with mall Design team to develop lay out and identify trade and tenant mix plan. Monitor and Track leasing status, rental, and occupancy rate against budget. Produce mall presentation for cross functional property retail walk around on site meeting Post opening review to measure store performance against budget. Able to travel and work upcountry/abroad Qualifications: Experience in retail / shopping mall environment is a plus Bachelors degree in Business Administration/Marketing, MBA is an advantage At least 5 years experiences in Marketing, Retail Business, FMCG Good command in English (Reading, Speaking, Writing & Listening) Computing skill (MS Word, Excel, Power point) Require skill of Communication, Collaboration and Presentation Rationale thinking Good team work Be Initiatives, Analytical thinking Excellent time & project management and working cross functional skills Computer skills (Microsoft Word, Excel, Power Point, Microsoft Project), Advance in Microsoft excel and Power Point is a must. Lotus's Ek-Chai Distribution System Co., Ltd. Buengkum, Bangkok 10230, Thailand “By applying for this position, you consent to the collection, use and disclosure of your personal data to us, our recruitment firms and all relevant third parties for the purpose of processing your application for this job position (or any other suitable positions within Lotus's and its subsidiaries, if any). You understand and acknowledge that your personal data will be processed in accordance with the law and our policy.”"
Legal Manager,"Siam Paragon Development Co., Ltd.","Pathum Wan, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"Job Descriptions: Provide legal counsel and advice on a wide range of matters related to retail and real estate development projects, ensuring compliance with relevant laws, regulations, and government requirements. Manage dispute resolutions, including contract disputes, tenant issues, property disputes, and other legal actions. Collaborate with external counsel as needed and oversee the progress of legal proceedings. Establish and maintain effective communication and relationships with government authorities, regulatory bodies, and relevant stakeholders to facilitate smooth project approvals, licensing, and regulatory compliance. Oversee the administration of lease agreements, ensuring accuracy, compliance, and efficient management of lease records. Draft, review, and negotiate various legal documents, including leases, contracts, agreements, and legal correspondences. Stay updated on new and existing laws and regulations applicable to the real estate and retail industry and provide proactive legal guidance to mitigate any potential risks. Develop and implement legal strategies in the area of real estate expansion, property acquisitions, and lease registrations. Liaise with external legal counsel and manage legal expenses related to projects, litigation, and other legal matters effectively. Collaborate closely with internal stakeholders, including project managers, finance, and operations teams, to provide legal advice, risk assessments, and support throughout the project lifecycle. Conduct trainings and workshops to educate internal teams on legal compliance and best practices. Perform any other tasks assigned by the supervisor. Qualifications: Bachelor's degree in Law or relevant field; additional certifications or postgraduate studies in Real Estate Law or related field is a plus. Minimum of 10 years of experience in a legal role, preferably with a focus on projects, litigation, government relations, and lease administration within the real estate or retail industry.| Excellent knowledge of real estate laws, contracts, regulations, and industry best practices. Strong experience in managing litigation matters, including case management, negotiations, and interactions with external counsel. Proven track record of successful government relations, including experience dealing with local authorities and regulatory bodies. Thorough understanding of lease administration processes, lease interpretations, registration requirements, and related legal compliance. Exceptional analytical, problem-solving, and decision-making skills, with acute attention to detail. Excellent written and verbal communication skills both Thai and English, with the ability to influence and negotiate effectively with internal and external stakeholders. Strong organizational skills and the ability to prioritize and manage multiple projects simultaneously. Professional personality with strong leadership qualities and the ability to work collaboratively as part of a multidisciplinary team."
Marketing Manager,New World ADM Platinum (Thailand) Co. Ltd,Phuket,Residential Sales,Full time,420000,600000,"Job Responsibilities: Assist the general manager in formulating the company's sales development plan and strategy, develop and organize the implementation of a comprehensive sales plan, and lead the team to translate the plan into sales results. Explore and complete business, establish and maintain good cooperative relationships with customers and distributors. Develop the annual sales expense budget, guide and control the direction and progress of market sales work. Decompose sales task indicators, complete sales plans and collection tasks. Build the sales team, recruit, develop, and train the sales workforce. Conduct customer analysis, explore user needs, and develop new customers and new market areas. Qualifications: Over 30 years old, proficient in English & Chinese for communication, with good professional ethics, excellent conduct, and high overall quality. Familiar with marketing or management work experience, with good execution ability. Strong writing and expression skills. Strong market development and sales skills. Excellent communication skills and teamwork spirit, with rich experience in team building and training, and a track record of outstanding sales performance. Salary Package: Salary +  Commission"
Sales (Real Estate),"Callisto Holdings Co., Ltd.","Vadhana, Bangkok",Other,Full time,,,รายละเอียดงาน งานผู้จัดการฝ่ายขายบ้านและอสังหาริมทรัพย์ ผู้จัดการฝ่ายขายเป็นบุคคลที่ต้องเข้ากับคนง่าย สามารถทำงานร่วมกับผู้คน และมองโลกในแง่ดีและเข้ากับคนง่าย เป็นผู้นำที่ยอดเยี่ยมภายในองค์กร สามารถสร้างทีมขายที่เหนียวแน่น ซึ่งมีความมุ่งมั่นในมาตรฐานของทีมเพื่อบรรลุเป้าหมายของทีม ทำงานได้อย่างรวดเร็วเร่งด่วน แต่ไม่เสียคุณภาพ ผู้จัดการฝ่ายขายต้องเป็นผู้นำทีม ฝึกอบรม ให้คำปรึกษานอกจากนี้ ต้องแสดงให้เห็นทุกวันถึงความสามารถในการจัดการ ความรู้ ทัศนคติ ทักษะ และอุปนิสัยของตัวแทนผู้ซื้อที่ประสบความสำเร็จสูง ซึ่งมุ่งมั่นที่จะให้ความสำคัญกับลูกค้าเป็นอันดับแรก ทำในสิ่งที่ถูกต้อง และแสวงหาข้อตกลงที่ทุกฝ่ายได้ประโยชน์ ความรับผิดชอบ จัดการทีมขายและมีความเป็นผู้นำ การฝึกอบรม และการฝึกสอนเพื่อให้ทีมมีความรู้ใหม่ๆอยู่เสมอ พัฒนากลยุทธ์การขายเพื่อให้บรรลุเป้าหมายการขายและรายได้ขององค์กร กำหนดเป้าหมายการขายรายบุคคลกับทีมขาย ติดตาม เปรียบเทียบ และสรุปตัวเลขการขายและรายงาน ตรวจสอบให้แน่ใจว่าสมาชิกของทีมขายมีทรัพยากรที่จำเป็นในการดำเนินการอย่างเหมาะสม วางแผนและฝึกอบรมทีมขายอย่างสม่ำเสมอ ควบคุมค่าใช้จ่ายและตรวจสอบงบประมาณให้อยู่ในจำนวนที่กำหนด มีความรู้ความสามารถในการติดต่อประสานงานกับทางธนาคารที่เราประสานงานกันอยู่ คุณสมบัติ มีประสบการณ์อย่างน้อย 3 ปี ความสามารถในการวางแผนเพื่อบรรลุเป้าในแต่ละเดือน สามารถจัดทำรายงานการประชุมและอบรมในทุกๆวัน มี คอนเน็คชั่น ที่ดีกับทางธนาคารที่เรา ทำธุรกรรมร่วมด้วย อื่นๆตามที่ได้รับมอบหมาย
Facilities Manager,KIS Internatinal School,"Huai Khwang, Bangkok","Commercial Sales, Leasing & Property Mgmt",Full time,,,"Job Description Roles and Responsibilities Plan, Monitor, Evaluate and review the day-to-day operations of facilities, utility management, and maintenance activities. Monitor and review the operation service agreements of all subcontractors related to the school facilities, infrastructure and equipment such as cleaning, security, pest control, elevator, swimming pool, and fire alarm system. Ensure that those services are performed satisfactorily as agreed to in the contract and prepare necessary reports to the Director of Finance and Facilities. Assist the Director of Finance and Facilities in identifying and solving problems related to building and facilities maintenance. Manage requests related to the set up of facilities for general use or special events. Coordinate with staff and community groups,  communicate with users about specific needs, and assist the public as necessary. Inspect and review school buildings, infrastructure, equipment and grounds to assure that proper safety, cleaning and sanitation standards are maintained. Prepare the facilities development plan to adequately support the school’s direction and sustain the learning and wellbeing program for all students Assist in the interview and selection of facilities personnel; train and evaluate; conduct biweekly meetings with the team to provide technical work direction and general information. Maintain records time sheets and assign overtime of facilities staff. Be responsible for campus safety and environmental compliance. Monitor the maintenance and replacement of the school's equipment such as air conditioning, and electrical system. Expected to be a 24/7 primary contact in case of emergency and report to the Director of Finance and Facilities. Daily / weekly / monthly report to the Director of Finance and Facilities. Manage budget for all required school equipment and Facility support. Manage Facility layout and equipment order plan to support the school's purpose and direction. Improve efficiency by reducing operation costs Qualifications Bachelor’s Degree in Engineering or any other related fields. Minimum of 5 years of related experience. Good command in English and Thai (speaking, listening, reading and writing). Proven communication and coordination skills both oral and written. Business, financial and planning skills"
เจ้าหน้าที่ฝ่ายอาคาร (Building Attendant),นิติบุคคลอาคารชุด ชมทะเลรีสอร์ท,Chon Buri,Residential Leasing & Property Management,Full time,,,"Job Ref: 20901 หน้าที่หลัก 1.ดูแลความเรียบร้อยพื้นที่ส่วนกลางและบริเวณรอบๆ อาคาร 2.ควบคุมการบริการด้านความปลอดภัยของอาคาร 3.ดูแลเกี่ยวกับการจัดการที่จอดรถ 4.ให้บริการลูกค้า , เจ้าของร่วม หรือผู้เข้ามาติดต่อ 5.ให้ความช่วยเหลือลูกค้า หรือเจ้าของร่วม เช่น ยกของ กดลิฟท์ เป็นต้น รายละเอียดหน้าที่และความรับผิดชอบ 1. เดินตรวจความสะอาด ตามชั้นต่างๆ และรอบอาคาร หากพบสิ่งผิดปกติ หรืองานอื่นๆที่ต้องปรับปรุงแก้ไข แม้ไม่ใช่งานที่อยู่ในความรับผิดชอบของตนเอง ต้องรีบแจ้งฝ่ายจัดการ ฯ หรือผู้ที่เกี่ยวข้องทราบ เพื่อดำเนินการทันที 2.ดูแลทรัพย์สินส่วนกลาง, ฝ่ายจัดการฯ และอาคารชุดฯ หากพบเห็นข้อบกพร่อง ให้แจ้งผู้จัดการหรือพนักงานที่เกี่ยวข้องทราบโดยทันที 3.ในกรณีที่เกิดปัญหา ให้รายงานรายละเอียด และสาเหตุของปัญหาต่อผู้บังคับบัญชาผู้ว่าจ้าง และฝ่ายจัดการ ให้ทราบโดยทันที 4.ช่วยเหลือประสานงาน ผู้เช่า, เจ้าของร่วม หรือผู้เข้ามาติดต่อ ในเรื่องต่างๆ เช่น ประสานงานซ่อม 5.จัดทำประชาสัมพันธ์ และการประกาศต่างๆ ระหว่างเจ้าของ / การจัดการอาคาร เจ้าของร่วม/ผู้เช่า/ผู้พักอาศัย 6.ดูแลและจัดระเบียบที่จอดรถ ให้เป็นไปตามกฎระเบียบที่จอดรถของอาคารชุดชมทะเล 7.จัดทำบันทึกรายงานประจำวัน 8.อื่นๆที่ได้รับมอบหมายจากผู้บังคับบัญชา/ผู้ว่าจ้าง/บริษัท Gender: Male Age: อายุ 23 ปีขึ้นไป Education: College Qualifications: -สื่อสารภาษาอังกฤษทั้งเขียนและพูดในระดับปานกลาง -สามารถใช้คอมพิวเตอร์พื้นฐานได้ -มีใจรักบริการและมีทัศนคติที่ดีในการทำงานเป็นทีม -สามารถทำงานภายใต้ความกดดันได้ Experience: ไม่จำเป็นต้องมีประสบการณ์ Working Hours: Full Time Number of Positions: 1 อัตรา Salary: ตามตกลง Other Benefits: ตามตกลง How to apply for this job?: ติดต่อ โทรศัพท์: 098-2507549 094-9419646 ​ คุณกลาง หรือส่งจดหมายสมัครงานมาที่ Email: chomtalay701@gmail.com สถานที่ปฏิบัติงาน นิติบุคคลอาคารชุด ชมทะเลรีสอร์ท , ตั้งอยู่สุดเขตหาดนาจอมเทียน"
Real Estate Analyst,DHL Express International (Thailand) Ltd.,Bangkok,"Commercial Sales, Leasing & Property Mgmt",Full time,,,"· Regular update / maintenance of CRE database / documentations / systems · Support basic tasks in all real estate transactions (property due diligence, CRE statement, rental calculation, lease vetting) · Negotiate and manage relationship with external partners (landlords and brokers) to complete lease transaction. · Proactively involve in APAC regional initiatives (launch of new system, data refresh, etc.) with contribution to continuous improvement · Monitor and filing of all documentation and procedure under guidance of CRE governance policy · Support on other team administrative works (meeting arrangement, meeting minutes, other administrative works assigned) · Bachelor's Degree or Higher in Business Administration or related field · Good command of English (Both of Written & Spoken) · Past experience in a similar role would be a plus (e.g., real estate analyst in international real estate agencies / developers) · Experience in Logistics / Office sectors will be an advantage · Past experience in a similar role would be a plus (e.g., real estate analyst in international real estate agencies / developers)"
Real Estate Broker,Intermark Global,Phuket,"Commercial Sales, Leasing & Property Mgmt",Full time,,,"Intermark Real Estate (formerly Savills) – international luxury property agency Intermark Real Estate (formerly Savills) is a prime property agency that has been in existence since 1993 - from the genesis of the Moscow prime real estate market. The Intermark Real Estate team provides a full range of services of the highest quality for the purchase and rental of luxury real estate in Moscow, the Moscow region and abroad. For 16 years from 2006 to 2022 the company operated under the brand name of the international corporation Savills. Since 2022, we have returned to the Intermark Real Estate (formerly Savills) brand with a new store of knowledge and tremendous experience that we acquired from the largest international property group and we maintain a high international level of competence. A high level of professionalism and an individual approach to each client allow us to consistently maintain the status of a leading luxury real estate agency. The Role This position is open in the International Real Estate department. Due to our intensive expansion we are looking for skilled brokers to be working with International clients. We have strong leads' generation, so you will be working with an inbound flow of potential customers. Your responsibilities will include: Assist sellers in how to best promote their properties to attract advantageous offers Advertise properties through a variety of marketing techniques Evaluate the clients’ desires and economic capabilities to discover the appropriate suggestions Provide information regarding legal guidelines, rates, specifications and property availability Mediate the dealings between sellers and buyers ensuring good conduct and the honest exchange of information towards a beneficial understanding Appraise the value of properties by thoroughly researching the market or past purchases Present properties to potential buyers and address questions or concerns Draft and complete important legal documents (contracts, agreements etc) Coordinate property auctions or exchanges Generate and manage lists of properties for sale Collaborate and network with contractors, home inspectors, attorneys and other external stakeholders Supervise real estate agents Remain knowledgeable about the market and best practices Ideal Profile You have at least 1 year experience including solid experience in a similar role within Real Estate and Luxury. You possess excellent communication and influencing skills, are organised and able to multi-task effectively. You are highly goal driven and work well in fast paced environments You are a strong networker & relationship builder You pay strong attention to detail and deliver work that is of a high standard You speak fluent Chinese, English and Russian (preferably) What's on Offer? Work in a company with a solid track record of performance Work alongside & learn from best in class talent Opportunity to make a positive impact"
Property Manager (with leasing and maintenance experience),Fidelity Business Partners,Bangkok,"Commercial Sales, Leasing & Property Mgmt",Part time,,,"Operated portfolio of properties in Texas and California. The Role Your responsibilities will include: Advertise and market vacant properties to attract potential tenants Screen prospective tenants through background checks, credit reports, and reference checks Process tenant applications, credit reports, verify employment and income via phone Conduct virtual showings with tenant via phone, FaceTime, Zoom, and Google Negotiate lease terms and prepare lease agreements Collect security deposits and rent payments Handle tenant requests, complaints, and maintenance issues Oversee property maintenance and repairs, coordinating with contractors and maintenance personnel Data entry in property management software (Buildium) system (create and close tasks) Administrative support to include customers service, data entry, and vendor relations Provide weekly reports and participate in weekly team meetings via Zoom Ideal Profile Graduate of any four-year course or equivalent combination of education and experience Previous experience in property management, leasing, or a related field Familiar with different property management software, e.g. Buildium Basic knowledge of property maintenance and repairs Familiarity with real estate marketing and advertising Fluent in English and a tech-savvy Strong English communicator via phone, text message, and email (Fluent English) Seeking long-term position with growing company, is trainable/coachable Excellent communication skills both written and orally Strong communicator: phone, text message, and writing (email) Great listener/selling skills with ability to bring customer to take action Team player, reliable, consistent, appreciates stability, and organized Directive/strong personality/not easily offended Seeking long-term position with growing company, is trainable/coachable What's on Offer? Fantastic work culture Flexible working options Attractive Salary & Benefits"
