Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Key Account Manager (hybrid),Jobsdb by SEEK,"Pathum Wan, Bangkok",Account & Relationship Management,Full time,,,"The Role: Key Account Executive will be overseeing the relationship of the important customers both Multinational and Local Companies. You will be responsible for obtaining and maintaining the long term key customers by comprehending their requirements and challenges. The ideal candidate will be apt in building strong relationships with strategic customers. You will be able to identify customer’s business needs to approach our company’s products, services and solutions. Key Responsibilities: Develop good working relationships with key customers to enhance customer satisfaction and retention Provide services to the customers through face to face visits, accounts review and reporting, product forums, and other activities that may be deemed necessary Develop business strategies that benefit both the company and the clients and ensure a deep understanding of their business needs Manage annual contract negotiations Develop, execute and refine customers experience strategy for the team to ensure it can meet the business objectives of revenue growth, client acquisition & customer satisfaction The Team: We work collaboratively as a team. Most of our team members are in Generation Y who do love to challenge themselves and have a passion about Technology of Career Platform and Launching Product Innovation to our valued customers. Essential Qualifications, Skills and Experience: Bachelor Degree with at least 5 years experience in Account Management Strong negotiation skills at senior levels, including Managing Directors and CEOs of small businesses to Corporate Prior experience at representing an organization and solid presentation and public speaking skills Good English Communication skills (TOEIC Score at least 600 or equivalent) Good interpersonal skills, excellent communicator, strong in organization and creating teamwork, good facilitator, consensus builder, and able to manage conflict. “SEEK kindly requests no unsolicited resumes or approaches from recruitment agencies and will not be responsible for any associated fees.” Additional Information: At SEEK, we are passionate about fostering a culture of inclusion and wellbeing that embraces and values the diversity of our people. We are a purpose driven business that works with heart. We know teams with diverse ideas, experiences and perspectives are more creative and are critical to ensuring effective delivery and innovating to enable our future success. As such, we welcome applications from people with diverse backgrounds and life experiences, especially as they relate to gender, sexual identity, culture, faith, disability and life stages. If you have the skills, curiosity and an adaptable mindset but don't meet every responsibility or qualification listed in this advertisement, please still get in touch with us. As a part of the application process for this role, we will transfer your Job application details to our Application Tracking System."
Key Account Executive (Modern Trade)/เจ้าหน้าที่ Key Account Executive...,"I.P. One Co., Ltd.","Saphan Sung, Bangkok",New Business Development,Full time,,,"Responsibilities Manages strategy to balance gross to net and pricing of key account customer. Analyze sales statistic, promotion plan with Trade Marketing. Deliver IOP sales target of the assigned customers for categories Commit to achieve agreed sales budget under responsibility. Allocate sales budget to key account and assign sales target to team. Prepare quarterly business review with key account. Conduct marketing campaign evaluation, review business plan, year-to-date sales and business problems with key customers. Analyze market information and competitive activities. Identify new business opportunities and make recommendation to gain new business. Maintain good relationship with key customer. Provide them business with strategy, goals, and plans of the department including sharing market information and coordinating in solving business and product problems. Make field visit to coach sales team and solve business problems. Strengthen relationship with the customer, both at HQ and store level to ensure full customer plan implementation Approve promotion expenditure, customer credit limits and credit terms within the limit of authority. Review marketing and sales reports such as Campaign Evaluation Report, Market Report, and Daily Sales Report. Fully understand market / competitor intelligence and identify customer opportunities Control and direct sales team to achieve sales volume distribution and profit objective Qualifications At least 3-7 years of experience in Go-To-Market i.e. customer /account management or field sales management, brand building marketing brand activation, category management etc. in Key account management (1 years in management level) of consumer Products Company. Bachelor’s degree in Marketing or related fields. Winning attitude and commitment excellence. Presentation skills Good planning and management skill Good analytical and problem-solving skills Good communication skills Good teamwork skills"
Sales Officer/เจ้าหน้าที่ฝ่ายขาย,"BKX CO., LTD.","Bang Khae, Bangkok",Account & Relationship Management,Full time,25000,34999,หน้าที่ ติดต่อพูดคุยกับลูกค้าทางเพจเพื่อปิดการขาย ทำยอดขายใหกับบริษัท แนะนำสินค้าให้กับลูกค้าที่สนใจ ดูแลลูกค้าที่เข้ามาติดต่อหรือรับบริการที่ร้าน สินค้าเกี่ยวกับอุปกรณ์ตกแต่งรถ BENZ BMW มีคอมมิชชั่นให้กรณีทำยอดขายได้ คุณสมบัติ ปริญญาตรีสาขาใดก็ได้ ไม่จำเป็นต้องประสบการณ์ ยินดีพิจารณานักศึกษาจบใหม่ บุคลิกภาพดี ยิ้มแย้มแจ่มใส มีใจรักงานบริการ
Recruitment Consultant,"PASONA RECRUITMENT (THAILAND) CO., LTD.","Sathon, Bangkok",Account & Relationship Management,Full time,,,"Job Descriptions : Build relationships with new clients Maintain excellent relationships with existing and potential clients Understanding clients’ businesses and identifying their recruitment needs Understanding the job requirements and sourcing, screening, matching suitable candidates to appropriate roles, negotiating offer terms of an agreement and placing candidates successfully Follow up and give feedback to the Career Advisor team about the status of the candidate’s interview Reach assigned individual KPIs and sales target Qualifications : Bachelor or higher degree in any field. At least 2 years experiences as a recruitment consultant, sales experience or related field Sales orientated and having worked to targets and on commission Good command of English"
Sales Marketing โรงงานผลิตน้ำดื่ม,"NARWHAL WORLD SERVICE CO., LTD.","Mueang Nonthaburi, Nonthaburi",Management,Full time,16000,19999,ทำการตลาดหาลูกค้า ติดต่อประสานงานกับลูกค้า หน่วยงานต่างๆ สามารถเจรจาต่อรองกับลูกค้าได้ดี รับผิดชอบเป้าหมายยอดขายและสรุปยอดทุกสิ้นเดือน หากมีประสบการณ์การขายน้ำดื่มมาก่อนจะพิจารณาเป็นพิเศษ
Product Manager/ผู้จัดการฝ่ายผลิตภัณฑ์มือถือ,IT City Public Company Limited,"Ratchathewi, Bangkok",New Business Development,Full time,,,"รายละเอียดงาน: ดูแลและติดต่อกับ Vender เสนอการวางแผนการซื้อ,การขายสินค้า บริหารสินค้าให้เพียงพอกับการขาย,จัดโปรโมรชั่นเพื่อให้แข่งขันได้ในตลาด เจรจาต่อรองเรื่องสินค้า,ส่งเสริมการขายเพื่อให้ได้ตามนโยบายของบริษัทฯ ปฏิบัติงานตามคำสั่งของผู้บริหาร วางแผนการเลือกซื้อสินค้า และ ผลักดันการขาย วางแผนการทำโปรโมชั่น และ โปรโมท วางแผนกระจายสินค้า"
Business Development Officer (2 years in Partnership / New Business Model /...,Major Development Public Company Limited,"Vadhana, Bangkok",New Business Development,Full time,,,"รายละเอียดงาน วิเคราะห์และสำรวจความต้องการทางการตลาด หาโอกาสในการเติบโตทางธุรกิจ ทั้งในธุรกิจหมู่บ้านจัดสรร คอนโดมิเนียมและธุรกิจใหม่ที่อาจเกิดขึ้นในอนาคต วางแผนกลยุทธ์ กำหนดแผนงานในการพัฒนาธุรกิจ และติดตามแผนดังกล่าวให้เกิดขึ้นจริงในองค์กร ศึกษาและพิจารณาความเป็นไปได้ทางธุรกิจ (Business Feasibility) เพื่อสร้างให้เกิดธุรกิจใหม่ตามแผนงานที่วางไว้ จัดทำโมเดลธุรกิจและแผนการดำเนินการสำหรับหน่วยธุรกิจ (New Business Unit) ใหม่ของบริษัท ประสานงานภายในและภายนอกองค์กร เพื่อเพิ่มโอกาสและพัฒนาศักยภาพในการเติบโตทางธุรกิจ คุณสมบัติผู้สมัคร ปริญญาตรีบริหารธุรกิจ, การจัดการ หรืออื่นๆ ที่เกี่ยวข้อง ประสบการณ์ 2 ปี ด้านพัฒนาธุรกิจ เข้าใจเรื่องโมเดลธุรกิจ โอกาส และความเป็นไปได้เชิงธุรกิจ มีทักษะเชิงกลยุทธ์ สามารถวางแผนกลยุทธ์ กำหนดแผนงานและเป้าหมายเชิงกลยุทธ์ สนใจและศึกษาเทรนด์ นวัตกรรม และข้อมูลต่างๆ ทางธุรกิจและการตลาดอยู่เสมอ มีความรู้ ทักษะ และประสบการณ์ในการบริหารจัดการ Project / New Business มีทักษะในการสื่อสาร และประสานงานกับผู้อื่นได้เป็นอย่างดี หากมีประสบการณ์ด้านงานพัฒนาธุรกิจนิติบุคคลอาคารชุด หรืออสังหาริมทรัพย์ จะได้รับการพิจารณาเป็นพิเศษ"
New Business Development-EC Planning **** Find out more detail on email,"PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.","Bang Na, Bangkok",New Business Development,Full time,30000,44999,"Location: BTS Bangna Working hour : Monday – Friday Scope of Job: E-Commerce Planning Senior Officer is in charge of planning, implementing overall e-commerce strategy across desktop and mobile devices to ensuring that the application is optimized for user-friendliness and user experience while remaining visually appealing bases on data analysis. Moreover, the candidate will take lead in performing research, strategizing, analyzing and implementing user feedback, as well as supporting teams that are responsible for developing the user interface which aim to drive achievement of corporate growth targets via the success of e-commerce planning. Duties: Responsible for overall e-commerce strategy, planning, implementation and post-reviews for all projects Create end-to-end customer experience on expanding the vision of how people interact Participate in the design of useful, usable, and desirable user interfaces designs by considering data, market analysis, customer feedback, professional expertise, metrics, and usability findings in a team environment Conduct competitive research, discovery and usability research and facilitate research sessions to identify business, user, and technical requirement Weekly-Monthly performance analysis and monitor customer feedback with pre/post campaign evaluation and ROI management Analyze customer demographics and purchasing behavior to monitor trends and future sales growth Qualifications: Bachelor Degree or higher Majoir is Business or data Analysis or Marketing or eCommerce. 1-3 years of experience in e-commerce planning or platform experience across desktop and mobile devices Be abe to use design tool (program)  of “Figma” Experience in data analysis and delivering design solutions in UX/UI Good English communication skills Remark: Only shortlist candidates will be contacted *All applications will be treated in strict confidence. All material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified. **By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.persolkelly.co.th for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know. CONTACT: PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd. K.Napatsorn (Koy) Tel. 06-1495-4629"
Buyer / Merchandise ( Dry- Non Food ),Big C Supercenter Public Company Limited,"Phra Khanong, Bangkok",New Business Development,Full time,,,"Role & Responsibilities:- Drive negotiations with suppliers and develop trade agreement and profitability. Tracking sale performance daily, weekly or monthly to achieve sale target. Monitor analysis of market, trends, product popularity, customer needs, and relevant information of products under responsibilities to prepare for product management planning. Planning, researching and selecting products for stores, and ensuring that the products variety attract customers to drive profits. Monitoring stock to meet with customer needs and relevant to market trends. Manage relationship with supplier to ensure products quality, and ensuring that the products deliver on time. Reporting and presentation, and etc. Qualification:- Bachelor Degree or higher in Marketing, Business Administration any related fields Experience in driving sale or marketing Merchandise or Buying Strategy and mindset Experience in any kind of category for example Food, Non Food, Hardline, Home line, Softline, House brand, etc At least 3-5 years in buying, merchandising, sourcing, purchasing, category management from retail business, department store, supermarket chain firm. Strong negotiation skills with proactive, initiative, and work well under high pressure Good command of Thai and English and computer literary, preferable in Excel Location: BJC Ekkamai (Bts Ekkamai)"
Sales Executive (Thairath Logistics),"TRIPLE V BROADCAST CO., LTD.","Chatuchak, Bangkok",Account & Relationship Management,Full time,,,"รายละเอียดงาน ค้นหาข้อมูลในกลุ่มลูกค้าประเภทต่างๆ เพื่อจัดทำ Prospect customer list จัดทำ Customer short list และ long list เพื่อนำข้อมูลต่างมาวิเคราะห์และประเมินลูกค้า และออกแบบโซลูชั่นต่าง ๆ ให้เหมาะสมกับความต้องการของลูกค้า นัดหมายและเข้าพบลูกค้า เพื่อนำเสนอขายสินค้าและบริการด้านโลจิสติกส์ของบริษัทฯ ติดตามและเข้าพบลูกค้าเพื่อปิดการขายให้ได้ตามเป้าหมายของบริษัทฯ ติดต่อประสานงาน หรือประชุมร่วมกับลูกค้าและหน่วยงานภายในที่เกี่ยวข้องในการขนส่งเพื่อดำเนินการขนส่งสินค้าให้เป็นไปอย่างราบรื่น และให้เป็นไปตามสัญญาว่าจ้าง แก้ไขปัญหาต่าง ๆ ที่เกี่ยวข้อง และเจรจาต่อรองกับลูกค้า และหน่วยงานภายใน จัดทำรายงานประจำวัน หรือ สัปดาห์ หรือ เดือน และอัพเดทข้อมูลให้ทางหัวหน้างานและเจ้าหน้าที่ที่เกี่ยวข้อง งานอื่นๆ ตามที่ได้รับมอบหมาย คุณสมบัติผู้สมัคร จบปริญญาตรีสาขา การตลาด , บริหารธุรกิจ หรือสาขาที่เกี่ยวข้อง ประสบการณ์ในการทำงานด้านการขาย 1 - 7 ปี ถ้ามีประสบการณ์ที่เกี่ยวข้องกับงานขายด้านการขนส่ง คลังสินค้า และสายงานด้านโลจิสติกส์ (Logistics) จะพิจารณาเป็นพิเศษ มีทักษะการเจรจา และการสื่อสารที่ดี มีความสามารถในการนำเสนองาน"
"EXPORT SALES MANAGER (Fluent in English, open to expat and local)","Mandalay Co., Ltd.","Bang Rak, Bangkok",New Business Development,Full time,,,"Nordways, a renowned footwear brand celebrating its 45th anniversary, is a leader in France and is expanding its presence in new markets. As part of a group headquartered in France, Nordways operates an office in Bangkok. Job Description: Nordways is seeking an Export Manager to play a pivotal role in driving our international expansion efforts, ensuring seamless cross-border operations. If you are a strategic thinker with strong communication skills and a deep understanding of global markets, we invite you to apply. Responsibilities: -          Conduct market research to identify potential target markets, trends, and competition. -          Develop and execute effective export strategies aligned with company goals. -          Build and nurture strong relationships with international distributors, partners, and customers. -          Ensure compliance with export regulations, customs requirements, and trade policies. -          Collaborate with logistics teams to optimize shipping routes and manage supply chain operations. -          Negotiate contracts, pricing, and terms with international partners. -          Customize marketing materials to suit local preferences and cultural nuances. -          Monitor financial aspects of international operations, including budgeting and forecasting. -          Maintain accurate records of all export activities and transactions. -          Stay updated on global economic trends, trade policies, and emerging markets. -          Handle and resolve any issues that arise during international transactions. -          Demonstrate cultural sensitivity and adapt communication to various markets. -          Continuously assess and improve export strategies based on performance metrics. Qualifications: -          Bachelor’s degree in international business, Sales & Marketing, or a related field (Master's preferred). -          Proven experience as an Export Manager or in a similar role in an SME environment. -          Strong understanding of global markets, export regulations, and cross-border logistics. -          Excellent negotiation, communication, and interpersonal skills. -          Proficiency in English (fluency required); knowledge of other languages is a plus. -          Experience with financial analysis and budget management. -          Ability to work independently, make decisions, and solve problems. -          Strong attention to detail and organizational skills. -          Adaptability to cultural differences and willingness to travel as needed. -          Proficiency in using relevant software and tools. Why Join Us: -          Opportunity to lead and shape the international growth of a dynamic SME. -          Collaborative and supportive work environment. -          Competitive compensation package with performance-based incentives. -          Exposure to diverse markets and cultures. -          Chance to contribute to the company's success and make a meaningful impact. -          Work location is open for our offices in Lyon (France) for candidates based in Europe or in our regional office in Bangkok, Thailand, for candidates based in Thailand. The position entails frequent overseas travel and substantial international mobility, including weekends. If you are a proactive and results-oriented Export Manager with a passion for international business, we encourage you to submit your application. Please include your resume and a cover letter detailing your relevant experience and why you are a great fit for this role. Thailand Office Location: Near BTS Sala Daeng Salary: Competitive salary package according to profile. This position is open to both local candidates and expatriates."
Export Sales/เจ้าหน้าที่ฝ่ายขายต่างประเทศ,"WELLNESS HOUSE CO., LTD.","Wang Thonglang, Bangkok",New Business Development,Full time,,,"Duties and Responsibilities Achieve sales target by recruiting new clients and generating volume among existing customers. Create and maintain good relationships with customers and support their requirement. Review monthly the best monitoring sales report with management to determine if goals and objectives are being met. Communicate trends & pricing issues and other unique issues as it relates to sales. Job Specification Good command in English both writing & speaking Bachelor's degree or higher in Marketing, Business Administration, International Business, Economics or others related fields. Strong experience (3-5 years) in B2B channel, Distributor management are preferred. Experience in Commodities, Food, Beverage, FMCG Sales are the must. Good Negotiation Skill and Presentation Skill. Be thorough, logical-oriented with ability to identify opportunities of improvement. Have a capacity to work autonomously and a keen ability to adapt to new situations. Proficient in MS Office: Word, Excel, PowerPoint etc. Available for business travel. Welfare Benefit Health insurance Bonus Business travel expenses"
"Sales Executive ( Area : Bangkok , Eastern , Central , Northeast , Phuket ...",Jagota Brothers Trading Ltd.,Bangkok,New Business Development,Full time,,,Responsibilities: Liaise with current customers to maximize sales and profit. Coordinate with related functions to fulfill customers’ requirements. Develop and follow-up trade leads for sustainable business growth. Develop new distribution channels in both existing and new markets. Cooperate in relevant marketing aspects/activities. Coordinate and work with extended team members Make our customers successful! Qualifications: At least 1-3 years experience in food industry or related. Bachelor’s Degree in Business Administration or related field Hard working and willing to learn Good interaction with a multitude of people Positive minded
Sales Representative - Traditional Trade - Pet Products (TT),"Bluebird Farm Co., Ltd.",Bangkok,Account & Relationship Management,Full time,20000,30000,"Join the Hana Pet Family as a Sales Representative (Traditional Trade - Bangkok and surrounding areas) What you will do: Achieve monthly sales and other KPI targets. Continuously monitor sales out and support sales out. Achieve sales growth with current retailers. Continuosly maintain sales with upcountry retailers by phone call / LINE Establish, develop, and maintain positive business relationships with current and new retailers. Regularly visit retailers to update product information and promotion. Driving in-store and on-ground execution of marketing activities, promotions, new product launch with marketing team. Participate on behalf of the company in exhibitions or conferences. Perform other duties as assigned. What skills we expect from you: Hungry for commission and incentives. Love talking to customers. Active, work fast and smart against monthly target. Can get along with any types of customer. Strong communication skills. Sales planning and research skills. Storytelling and presentation skills. Basic business and commercial acumen. To apply, you have: Bachelor Degree in any field. 0-3 years of experience as a sales representative. We will strongly consider you if you have experiences in FMCG sales or pet products. Your own car and can use for work. Driver license. Good skill in Microsoft Office. Experiences in ERP, CRM, Data Analytic software will be strong considered. Benefits of Working With Us: Competitive Salary + Commission + Merit Bonus. We are a growing small business and believing in western style working environment. We value meritocracy and contribution. Communication is direct. We love to hear new ideas and quickly implement them! We believe in our people's potential and will try every possible way to make our workplace efficient and rewarding. We look after our people not just only physical health but encourage psychological well-being. These are the benefits that we provide:5-day work week (Mon-Fri.) Group Insurance Life Insurance Dental care funds Annual health check reimbursement budget Company-provided unlimited sim card Flexible working hours"
"Area Manager/ผู้จัดการเขต (สำนักงานใหญ่,ภาคกลาง,ภาคเหนือ)","MAITREECHIT 888 CO., LTD.",Central Region,Management,Full time,,,"- บริหารยอดขายของสาขาในโซนที่ดูแล (สำนักงานใหญ่,ภาคกลาง,ภาคเหนือ) - บริหารทีมพนักงาน PC ให้สามารถสร้างยอดขายได้ตามเป้าหมาย แก้ไขปัญหาเฉพาะหน้าให้ทีม - ประสานงานระหว่างร้านสาขา กับ สำนักงานใหญ่ - สำรวจตลาดคู่แข่งเพื่อนำมาแก้ไข และพัฒนาสร้างจุดแข็ง - เข้าเยี่ยมเยียน พบปะ ลูกค้า เพื่อสร้างความสัมพันธ์ที่ดี - นำเสนอและรายงานผลการดำเนินการต่อผู้บังคับบัญชาในที่ประชุม"
Project Sales Executive (Roca Bathroom Products Thailand),"Haco Group (1991) Co., Ltd. (Head Office)","Khlong Toei, Bangkok",New Business Development,Full time,,,"Roca is one of the world's leading companies in our industry and we offer fast track career development for talent. WE ARE HIRING!!! Project sale executive. Basic Salary + Commission. Transportation allowance 10K. Job Details ; Drive the sales to achieve the individual sales target. Handle key accounts as assigned by Project Sales Manager. Provide support information and technical support to clients with the best solutions. Submit the proposal agreement and quotations or any requirements Seek new clients or new opportunities for sales increments. Maintain good relationships with existing clients to ensure our best service and satisfaction. Prepare and submit a weekly basis update to Project Sales Manager. Complete other tasks as assignments Requirement Bachelor's Degree Good personality 3–5-year Experience in project sales and background dealing with Interior Designer and Real estate developer Good command in English and Computer Literacy Have own car and driver license Good in Microsoft excels and PowerPoint Passionate and good attitude Benefit: Dental insurance (2,000 baht per year) Five-day work week Medical insurance (1,500 baht per bill) 10 days annual leave Social security fund Roca Bathroom Products (Thailand) Co., Ltd 100/68 Room G, Soi Sukhumvit 26 Khlong Tan, Khlong Toei , Bangkok 10110 Thailand www.roca.co.th"
Project Sales Executive (Roca Bathroom Products Thailand),"Haco Group (1991) Co., Ltd. (Head Office)","Khlong Toei, Bangkok",New Business Development,Full time,,,"Roca is one of the world's leading companies in our industry and we offer fast track career development for talent. WE ARE HIRING!!! Project sale executive. Basic Salary + Commission. Transportation allowance 10K. Job Details ; Drive the sales to achieve the individual sales target. Handle key accounts as assigned by Project Sales Manager. Provide support information and technical support to clients with the best solutions. Submit the proposal agreement and quotations or any requirements Seek new clients or new opportunities for sales increments. Maintain good relationships with existing clients to ensure our best service and satisfaction. Prepare and submit a weekly basis update to Project Sales Manager. Complete other tasks as assignments Requirement Bachelor's Degree Good personality 3–5-year Experience in project sales and background dealing with Interior Designer and Real estate developer Good command in English and Computer Literacy Have own car and driver license Good in Microsoft excels and PowerPoint Passionate and good attitude Benefit: Dental insurance (2,000 baht per year) Five-day work week Medical insurance (1,500 baht per bill) 10 days annual leave Social security fund Roca Bathroom Products (Thailand) Co., Ltd 100/68 Room G, Soi Sukhumvit 26 Khlong Tan, Khlong Toei , Bangkok 10110 Thailand www.roca.co.th"
Sales Manager for Data Center,ALT TELECOM PUBLIC COMPANY LIMITED,"Bang Kruai, Nonthaburi",Management,Full time,,,"Sales Manager for Data Center Management Direct Sale and Channel Sale to Partner, Design Solution DC Infrastructure and Turnkey Solution Data Center for Users and Training for Sale Partner, Development and installation standards and project management documents (Data Center) Networking Telecom. YOU HAVE: Bachelor’s degree or equivalent work experience is preferred Achieve sales & revenue targets by securing business from prospective customers To identify and develop new business opportunities, develop a portfolio of key customers by proactive to promote full range of Telecom, IP Network solutions such as Data Center, Cloud, IEPL, IP-Transit, System Integration, IT Solutions and ICT Project sales to Government sector, Public Utility sectors, University etc. Formulate Sales & Marketing strategies, and assist team leader to deploy effective marketing events to our targeted customers. Establish, develop and maintain effective business relationships with nominated accounts and develop long term partnership with them. Knowledge in program/project Data Center preferred. Management to Facilities Management, Prepare planning to development facilities product and Installation of data center and present update report to customer. Skill in delivering presentations and proposals Fluent in English."
Project Sales,"Boundary Co., Ltd.","Vadhana, Bangkok",Account & Relationship Management,Full time,,,"Job description: Introduce products to clients in the Architects & Interior Design industry. Plan product spec and design with designer to provide the best solutions for the project owners and close sales. Coordinate and support among project owners, designers, and contractors. Actively look for and generate new business opportunities to achieve the sales target. Create quotations, presentation and other selling document as assigned. รายละเอียดงาน นำเสนอขายผลิตภัณฑ์ให้ลูกค้าในกลุ่มบริษัทออกแบบตกแต่งทั้งภายนอกและภายใน และลูกค้าที่มาโชว์รูม วางแผนและ Spec สินค้ากับผู้ออกแบบ เพื่อปิดการขาย ดูแลประสานงานกับลูกค้า เจ้าของโครงการ ผู้ออกแบบ ทีมผู้รับเหมาและช่าง และsupport จนจบโครงการ หาข้อมูลโครงการและลูกค้าใหม่ๆ เพื่อสร้างยอดขายตลอดเวลา และเป็นไปตามเป้าที่ได้รับมอบหมาย จัดทำเอกสารการขายและเอกสารอื่นๆตามที่ได้รับมอบหมาย Qualification: Bachelor degree or higher in architects, design or business management Good personality with excellent communication, presentation, problem solving and negotiation skill At least 3 -5 years of sales experience in the related industry - decorations, interior design and real estate Possess an experience or knowledge of interior design or related field is an advantage Own car and valid driver license Good communicate skill in English and Thai คุณสมบัติ จบปริญญาตรีขึ้นไปในสาขาวิชาสถาปัตยกรรม การออกแบบ หรือ บริหารธุรกิจ บุคลิกภาพดี มีทักษะในการสื่อสาร นำเสนอขาย แก้ปัญหาเฉพาะหน้า และเจรจาต่อรองเป็นอย่างดี มีประสบการณ์ทำงานในสายงานขายเกี่ยวกับธุรกิจ ออกแบบตกแต่งภายใน และ อสังหาริมทรัพย์ อย่างน้อย 3 -5 ปี มีรถยนต์ส่วนตัวและมีใบอนุญาตขับขี่ สามารถสื่อสารภาษาอังกฤษและภาษาไทยได้เป็นอย่างดี เงินเดือน: ตามประสบการณ์และผลงาน และค่าคอมมิสชั่นจากการขาย Salary : 22K + Working hour: เวลา 10.00 - 19.00 น. 24-25 days a month (1.5 day off per week) (ในหนึ่งเดือน มีวันหยุดมาตรฐาน 6 วัน สามารถใช้ได้ตามความเหมาะสม เช่น ถ้าหยุด 2 วันติดกันก็ได้ หรือเฉลี่ยหยุดครั้งละวันก็ได้ โดยต้องระบุในตารางการทำงานล่วงหน้าทุกเดือน) สวัสดิการ : คอมมิชชั่นสูงตามยอดขาย,ค่าใช้จ่ายในการเดินทาง, ประกันสังคม, ประกันสุขภาพ, ทริปท่องเที่ยวประจำปีบริษัท , ตรวจสุขภาพประจำปี และอาหารกลางวัน สถานที่ปฏบัติงาน: Boundary Showroom at Piman 49 ซอยสุขุมวิท 49, The Strand Thonglor สุขุมวิท 55 ใกล้ BTS ทองหล่อ การเดินทาง: ใกล้ BTS Thonglor Piman 49 ซอยสุขุมวิท 49, The Strand Thonglor สุขุมวิท 55 If you are interested in being a part of our team and grow with us, write or email to us to หรือ ติดต่อ คุณอัมพิกา 085-098-4775 หรือ 02-101-4842 สามารถดูผลงานของทางบริษัทได้จาก www.boundary.co.th"
Sales Manager,BIPO Service (Thailand)  Company Limited,"Sathon, Bangkok",New Business Development,Full time,,,"Responsibility Expand sales opportunities and sales channels of branded pet electronic products Develop and implement B2B channel sales management and strategy together with action plan to make sure target sales and profit margin is achieved. Close collaboration with Product Team to understand product USP, available promotion and product roadmap as well as monitor sales out rate and support on stock aging issue. Give good advices to customers, dealers and PCs for any questions regarding products usages and benefits. Then, feedback with product team to seek for long term solutions. Work closely with all sales channels to review and improve sales performance, both in and out. Come up with promotional plan to help stimulate sales. Join store promotion wisely when needed. Establish productive and professional relationships with key personnel in assigned customer accounts. Perform any other related tasks assigning by team; Requirement: 2-3+ years experiences in Pet product industry and have connections with pet stores, especially top chain stores Self-motivated and passion with sales achievements Thai & English Speaking, with driver license"
Data Business Development Manager,ECloudvalley Technology Limited,"Ratchathewi, Bangkok",New Business Development,Full time,,,"We are seeking a dynamic and driven professional to join our team as a Data Business Development Manager. In this role, you will be responsible for identifying, pursuing, and securing new business opportunities related to data services and solutions. Your primary focus will be on developing strategic partnerships, driving revenue growth, and expanding our client base within the data industry. Key Responsibilities: Identify Business Opportunities: Conduct market research and analysis to identify potential business opportunities within the data industry. Stay up-to-date with industry trends, emerging technologies, and competitor activities. Build and Maintain Relationships: Cultivate and maintain strong relationships with key stakeholders, including potential clients, partners, and industry influencers. Act as a trusted advisor, understanding their business needs and proposing appropriate data solutions. Lead Generation and Prospecting: Develop and execute strategies to generate leads and prospect for new business. Utilize various channels, such as networking events, conferences, and online platforms, to expand the company's reach and attract potential clients. Sales and Revenue Growth: Collaborate with the sales team to develop compelling value propositions and pitch data services to prospective clients. Meet or exceed sales targets by effectively presenting the benefits and ROI of data solutions and negotiating contracts. Partnership Development: Identify and evaluate potential strategic partners, such as data providers, technology vendors, and industry associations. Establish and nurture partnerships to enhance our data offerings, expand market reach, and drive revenue growth. Market and Competitive Analysis: Conduct market research to understand customer needs, industry trends, and competitive landscape. Leverage market insights to shape business strategies, optimize product positioning, and identify new market segments. Cross-functional Collaboration: Collaborate with internal teams, including data scientists, product managers, marketing, and legal, to ensure successful execution of business development initiatives. Provide input and feedback to support product development, pricing strategies, and marketing campaigns. Reporting and Forecasting: Track and report on business development activities, sales pipeline, and revenue forecasts. Provide regular updates to management on progress, challenges, and opportunities. Qualifications and Skills: Bachelor's degree in business administration, marketing, or a related field (Master's degree preferred). 3+ years proven track record in business development, sales, or a similar role, preferably in the data or technology industry. Strong knowledge of data services, analytics, and related technologies. Excellent communication and presentation skills, with the ability to articulate complex concepts to both technical and non-technical audiences. Strong negotiation and relationship-building skills. Analytical mindset with the ability to gather and interpret market data. Self-motivated and results-oriented with a proven ability to work independently and meet targets. Ability to adapt quickly to changing priorities and thrive in a fast-paced, dynamic environment. Proficiency in CRM software and other relevant business tools. Fluent written and speaking in English (Cantonese or Mandarin is a plus)."
