Jobtitle,Company,Location,Job Position,Salary Min,Salary Max,Job Description
Business Development Manager (Industrial materials/ has a commission),Adecco Recruitment (Thailand) Limited,"Bang Kapi, Bangkok",New Business Development,Full time,70000,89999,"Our client is a globally renowned company that specializes in the distribution of cutting-edge products encompassing a wide range of categories, including cutting, sawing, grinding, drilling, chemicals, and premium-quality hand tools. In this role, you will be instrumental in fostering business expansion by actively seeking and securing new opportunities in the market, functioning in the capacity of a ""Hunter."" Your responsibilities: Conduct in-depth market research to identify potential customers and key industry trends Evaluate market conditions and competitor activities to formulate effective business strategies Cultivate and nurture relationships with key decision-makers in target industries through activities such as cold-calling, initial business presentations, and pitching until successful business development is achieved. Deliver exceptional customer service, positioning oneself as a trusted partner for comprehensive solution consultations. Collaborate with Key Account Managers to develop and execute sales strategies, aiming to not only meet but exceed the company's sales targets through the acquisition of new customers. Engage with product development and system teams to contribute to the enhancement of product and service offerings. Qualifications: Bachelor's degree in engineering, Business, or a related field. At least 5+ years of experience in BD, or Key Account Management with a proven track record of success in account management. Professional Proficiency in English Can-do attitude, Good communication and negotiation skill, and able to work independently and collaboratively in a team environment. Must have your own car."
"Personal Shopper ประจำTops โซนแจ้งวัฒนะ,เมืองทอง,รังสิต,รามอินทรา ติดต่อคุณโม...",Central Retail Corporation Public Company Limited,Nonthaburi,Account & Relationship Management,Full time,,,รายละเอียดงาน 1. เป็นผู้เชี่ยวชาญด้านการขายและแนะนำสินค้าด้วยมีบุคลิกภาพที่ดี 2. นำเสนอขายสินค้า และบริการของสาขาใหกับลูกค้าผ่าน ช่องทางโทรศัพทหรือ social platform ต่างๆ 3. รับออเดอร์และดำเนินการหยิบสินค้าตามคำสั่งซื้อของลูกค้า 4. ในกรณีที่สินค้าขาด ต้องแนะนำสินค้าทดแทนให้ลูกค้าได้ 5. ปิดการขาย และดำเนินการช่วยเหลือลูกค้าชำระค่าสินค้าผ่านแคชเชียร์ พร้อมทั้งประสานงานการ จัดส่ง สินค้า ให้กับลูกค้า ผ่านนช่องทาง Delivery ต่างๆของสาขาเพื่อให้ลูกค้าเกิดความประทับใจ 6. ดำเนินการประสานงานกับผู้จัดการแผนกที่เกี่ยวข้องเพื่อ วางแผนการสั่งซื้อ สต๊อก สินค้าที่ขายดี ให้มีเพียงพอกับคววามต้องการของลูกค้า 7. Update ข้อมูลโปรโมชั่นต่างๆที่ได้รับจาก SSC ลงใน Social Platform ของสาขา 8. สำรวจความต้องการและความพึงพอใจของลูกค้า พร้อมรายงานสรุปต่อผู้จัดการร้านและ ผู้อำนวนการเขต 9. นำเสนอแนะนำให้ลูกค้าเข้าถึง Social Platform ของสาขาเพื่อเพิ่มจำนวนสมาชิกใน Social Platform ของสาขา คุณสมบัติ -สื่อสารภาษาอังกฤษได้ -รักการขายและปิดการขายได้ -มีใจรักงานบริการ -สามารถทำงานเป็นกะได้ -หากมีประสบการณ์ด้านงานบริการจะพิจารณาเป็นพิเศษ -ยินดีรับนักศึกษาจบใหม่ สวัสดิการ -กองทุนสำรองเลี้ยงชีพ -ประกันชีวิต -ค่ารักษาพยาบาล 40000 บาท/ปี -ประกันสังคม -ยูนิฟอร์ม -ตรวจสุขภาพประจำปี สาขา -เซ็นทรัลรามอินทรา -เซ็นทรัลแจ้งวัฒนะ -บีไฮฟ์ เมืองทอง -ฟิวเจอร์ รังสิต
พนักงานฝ่ายขาย/พนักงานฝ่ายขาย,KAMIKURA INTERTRADE COMPANY LIMITED,Chon Buri,Account & Relationship Management,Full time,13000,29999,"บริษัท คามิคุระ อินเตอร์เทรด จำกัด ก่อตั้งขึ้นเมื่อ พ.ศ.2557 โดยบริษัทฯ ให้บริการแบบครบวงจรเกี่ยวกับการจัดเก็บ และขนย้ายต่างๆ ในโรงงานอุตสาหกรรม ทั้งการออกแบบ การผลิต การประกอบ การติดตั้งและให้บริการ Material , Flow Rack , Steel Rack , Dolly , Pipe Rack และอื่นๆ Facbook : Kamikura intertrade co.,ltd [link removed] คุณสมบัติและสวัสดิการ • ระดับการศึกษา : ปริญญาตรี • ประสบการณ์ : ไม่จำเป็น (หากมีประสบการณ์ พิจารณาเป็นพิเศษ) • ค่าคอมมิชชั่นและอื่นๆ • ประกันสังคม • วันหยุดตามที่กฏหมายกำหนด • ยูนิฟอร์ม • ค่าเสื่อม/ค่าน้ำมัน/ค่าทางด่วน/ค่าที่พัก/ค่าโทรศัพท์ ลักษณะงาน • เสนอขายสินค้าและบริการ/ดูแลลูกค้าภายในพื้นที่ ที่ได้รับมอบหมาย • จัดเตรียมข้อมูลลูกค้าที่จะไปเสนอขายสินค้าและบริกรของบริษัท • ประสานงานเรื่องสินค้ากับผู้ที่เกี่ยวข้อง เพื่อให้ลูกค้าได้รับสินค้าตรงเวลา • ดูแลให้บริการลูกค้าตลอดการขาย และติดตามผลหลังการขาย • สร้างความพึงพอใจให้กับลูกค้า เช่น ช่วยระบุปัญหาและช่วบหาทางแก้ไขปัญหา • รับผิดชอบทำยอดขายให้ได้ตามเป้าหมาย (เป้าหมายตามตกลง) • ช่วยติดตามเอกสารต่างๆ ที่เกี่ยวกับการขาย • อื่นๆ ตามที่ได้รับมอบหมาย เวลาการทำงาน ทำงานวันจันทร์ - เสาร์ เวลา 8.00-17.00 น. (ไม่จำเป็นต้องเข้าออฟฟิศทุกวัน) • ประชุมทุกวันจันทร์ที่โรงงานที่ชลบุรี • วันอื่นๆ หาลูกค้าตามพื้นที่ที่ได้รับมอบหมาย"
Real Estate Sales Agent/ตัวแทนด้านอสังหาริมทรัพย์,"Deelive property co.,ltd","Mueang Samut Prakan, Samut Prakan",Account & Relationship Management,Full time,13000,24999,"Real Estate Sales Agent / ผู้ประสานงานการขาย พาลูกค้าชมทรัพย์ คอนโด เงินเดือน 13,000 - 18,000 บาท ไม่รวมคอมมิชชั่น ค่าคอมมิชชั่น ขึ้นอยู่กับความสามารถ โดยปกติไม่ต่ำกว่า 15,000 บาท (รวมรายได้ต่อเดือนไม่ต่ำกว่า 20,000 บาท) มีค่าเดินทาง มีค่าโทรศัพท์ คุณสมบัติ วุฒิปริญญาตรี เข้าใจและรักงานบริการ ( service mind) คิดบวก (positive thinking ) มีไวพริบ แก้ไขปัญหาเฉพาะหน้าได้ มีความอดทนต่อแรงกดดันได้ มีความรับผิดชอบ ความซื่อสัตย์ จัดการเวลาการทำงานได้ดีและสามารถคุยสื่อสารงานนอกเวลาได้ สุภาพ บุคลิกดี มีประสบการณ์ด้านงานขาย หน้าที่ความรับผิดชอบ อำนวยความสะดวกในการพาลูกค้าชมทรัพย์สินตลอดจน ปิดการขาย/เช่า ทำหน้าที่เป็นตัวกลางในการดำเนินการระหว่างบริษัท กับหน่วยงานหรือบุคคลที่เกี่ยวข้อง ดำเนินการจัดการเอกสารต่างๆ เช่น สัญญาเช่า สัญญาซื้อขาย ประสานงาน การนำเสนออสังหาริมทรัพย์ ให้ตรงตามความต้องการของลูกค้า ทั้งขายและให้เช่า ดูแล และควบคุม ผู้ประสานงานและติดตามลูกค้าเพื่อเยี่ยมชมสถานที่ สร้างและพัฒนาความสัมพันธ์กับลูกค้าอย่างต่อเนื่องพร้อมประสานงานกับผู้เกี่ยวข้องเพื่อทำธุรกรรมซื้อ - เช่า อื่นๆ ตามที่บริษัทกำหนด สำนักงาน: ไอดีโอ สุขุมวิท 115 เลขที่ 234/4 หมู่ 4 ตำบลเทพารักษ์ ,อำเภอเมือง จังหวัดสมุทรปราการ สนใจสมัครงานติดต่อ : คุณณภัค Tel : 063-869- 2663 Line : 063-869- 2663"
Sales Executive/เจ้าหน้าที่บริหารงานขาย,"CREATIVE LIGHTING ASIA (THAILAND) CO., LTD.","Yan Nawa, Bangkok",Account & Relationship Management,Full time,,,"Job Responsibilities Develop and maintain good relationships with designers and customers Actively identify new projects and opportunities Take care of own projects from start to end Responsible for all project and sales related documents Contributes to team effort by accomplishing related results as needed. Necessary Skills/Experiences Bachelor's Degree or equivalent Positive attitude with willingness to learn new solutions and technology Good communication skills Good command of English Computer literacy Can work as a team Can travel within Bangkok and vicinity Preferable Skills/Experiences Experience in the lighting industry is an advantage but not a must Good time management and ability to handle multiple projects at the same time Has own vehicle Location: Supalai Grand Tower, Rama3 Road, Bangkok Working Hour: Standard hours 09.00- 18.00"
Partner Manager,"Vertiv (Thailand) Co., Ltd.","Chatuchak, Bangkok",Account & Relationship Management,Full time,,,"Who we are: Nearly all aspects of our lives involve the use of technology. It is how we work and play and do anything in between. This connectivity or use of data is built into the very fabric of our society. It is vital to human progress. Vertiv believes there is a better way to meet this accelerating demand for data — one driven by passion and innovation. As industry experts and Architects of Continuity, we collaborate with our customers to envision and build future-ready infrastructures. We leverage our portfolio of hardware, software, analytics, and services, to ensure our customers’ vital applications run continuously, perform optimally, and scale with business needs. Why Join Us? Meaningful and Fulfilling Work Inspiring and Caring Leaders Global Talent Center Recharge Your Potential Job Responsibilities : Meet or exceed partner managed business targets for the region of all the product and solutions opportunities with the customers served by the partners Identify, recruit and certify partners as per the company partner program Develop and implement appropriate marketing programs and activities targeted at partners and their customers Assist partners in engaging with end user to present company product and positive image Work closely with internal and external team including coordinate cross-functional teams, such as presales and sales team of company. Be accountable for the achievement of sales target assigned Direct and conduct market research for business opportunities using all available media to develop forecasts and plans that maximize future revenue Manage the execution of the business plans through collaboration with key stakeholders Enable the partner organization to be prepared for quoting and winning business through appropriate training, certification, demonstrations and related programs Implement rules of engagements within multiple partners and manage conflicts fairly Support the partners on sales funnel closures with select customers through necessary collaboration with involving parties Initiate joint engagement activities around the partner led customers Motivate team member to maximize their performance and work closely to meet sales target Requirements: Bachelor degree in Computer, Electronics, Electrical, Mechanical Engineering or related field with technical background 5 years’ experience in IT channel sales or key account management Successful salesperson in IT channel or partner management Solid relationship with IT industrial Good verbal and written communication skills in English"
Sales Representative/ที่ปรึกษาอสังหาริมทรัพย์,"THAI ASIA EDUCATION PLUS CO., LTD.","Bang Rak, Bangkok",Account & Relationship Management,Full time,16000,19999,รายละเอียดงาน ขายอสังหาริมทรัพย์ มีฐานลูกค้าให้ ช่วยทำการตลาดหาลูกค้า พร้อมติดต่อประสานงานกับลูกค้า-ทีมงาน ให้บริการคำปรึกษาการขาย พร้อมการดำเนินการต่างๆแก่ลูกค้า (อาทิเช่น แผนการเงิน สินเชื่อ ธุรกิจ) มีค่าคอมมิชชั่ รายได้ไม่มีเพดาน บุคลิกภาพดี - รับจำนวนจำกัด มีเงินเดือน และ สวัสดิการ - (ค่าคอม 30k- 1M ) คุณสมบัติผู้สมัคร บุคลิกภาพดี มีใจรัก บริการ มีความสามารถในการปิดการขาย มีประสบการณ์การทำงาน 3 ปีขึ้นไป มีมนุษยสัมพันธ์ดี มีใจรักการขาย มีทักษะในการสื่อสาร และการเจรจาต่อรอง มี EQ ในการสื่อสาร มีความกระตือรือร้นพร้อมเรียนรู้สิ่งใหม่ๆ สนใจสมัครงานด่วน  : ติดต่อ คุณนัน (id line nnunb )   ส่ง Resume  ได้ทาง  Inbox เลยค่ะห้ามโทร***นะคะ
Sales and Purchasing Supervisor (Ladkrabang area),JAC Recruitment Thailand,"Lat Krabang, Bangkok",Account & Relationship Management,Full time,,,"Position: Sales and Purchasing Supervisor Location: Ladkrabang Working hours: Mon-Fri 7:45-16:45 (No OT) Job Responsibility: Manage sales and purchasing operations. Sales management Efforts to expand sales and get new orders (especially for DIPPING products to develop new industries and expand sales) Sales management based on customer interviews and other industry trends (budget performance management, forecast performance management) Cost analysis and management of newly quoted unit prices, management of unit prices of existing product sales Purchasing management Purchase unit price management New vendor development Cost reduction measures study and implementation BOI related procedures Management of subordinates Smooth operation of sales and purchasing operations in cooperation with other departments Building and maintaining good relationships with customers and vendors Handling of various other sales and purchasing projects To examine and manage all projects with an eye on the final destination, and to handle all projects through to their completion. Qualifications: Bachelor's degree in any related field. Experience in sales or purchasing would be advantageous. Ability to communicate in English. Ability to use Excel functions (vlookup, hlookup, subtotal, sumifs, etc.) Management skill is required Able to go upcountry area for sales and business trip Experience in Kaizen culture also be advantage Can do attitude. Benefits Commuting assistance Shuttle bus service available (boarding and alighting at Nonggok, Romkao, Minburi, and Hautake) Full-time attendance award 250-550THB/Month Language allowance (TOEIC score over 800 500THB/Month Depend on JLPT 1000-4000 THB/Month) Meal allowance 25THB/day Uniform provided Annual leave paid 6-13 days Bonus (based on performance) Salary increase (once a year, in January) Others (Long-service allowance, special retirement allowance, overseas business trip allowance, marriage and maternity subsidies, funeral subsidy) Interested candidate, please send your resume in English (Word format only) along with your recent photo and expected salary to us by APPLY JAC Personnel Recruitment Ltd 10F Emporium Tower  622 Sukhumvit Soi 24 Klongton, Klongtoey, Bangkok 10110 Contact : K. Phatchariwan Office Number: 02-261-1270 Time: 9.00 am - 6.00 pm Website : https://www.jac-recruitment.co.th [link removed]"
Area Sales Executive (BKK) - Nestlé Purina Pet Care,Nestle (Thai) Ltd.,Bangkok,New Business Development,Full time,,,"We’re Nestle, We’re the biggest food and beverages company in the world who believe in “enhancing quality of life and contributing to a healthier future.” Join us and be part of Nestle to drive over 2,000 brands in 191 countries worldwide, if you ; Love to drive for results/achieve goals Love to challenge yourself Good with people POSITION SNAPSHOT Location: Bangkok, Pathumwan Company: Nestlé Business Unit/Division: Nestlé Purina Pet Care Full-time Bachelor’s degree Minimum 3 year of experience in distributor sales management Experience from pet care business required Own a car with driving license A DAY IN THE LIFE... Execute operation plan as agreed with Category Development and Marketing team. Ensuring sales and distribution target achievement Leading distributor to follow yearly operation plan Being accountable for top customers under distributor in term of sales, in-store activation and customer satisfaction Assessing and ensuring distributor operation to comply with Nestlé policy ​​​​​ ARE YOU A FIT? Minimum 3 years of direct experience in Distributor Management Solid experience in direct accounts Possesses skills in MS Excel and Power Point presentation Own a car with driving license and be able to travel to area assigned *** Only shortlisted candidates will be notified ***"
Personal Assistant,"DIAMOND LAND 88 CO.,LTD.",Northeastern > Others,New Business Development,Full time,20000,29999,"รายละเอียดงาน ทำงานใกล้ชิดผู้บริหารในการวางแผนการตลาด การประชาสัมพันธ์และการขายโครงการอสังหาริมทรัพย์ เป็นตัวแทนผู้บริหารในการติดต่อ นัดหมาย นำเสนอโครงการอสังหาให้กับกลุ่มลูกค้า High End อย่างมืออาชีพ รับฟัง เข้าใจและฟังหาความต้องการของลูกค้าต่างๆ (Specail Requirement) จดจำรายละเอียดและสรุปประเด็นเสนอผู้บริหาร ดูแล เอาใจใส่ แก้ไขปัญหาของลูกค้าด้วยความนอบน้อมและสร้างความสัมพันธ์อันดีกับลูกค้าในระยะยาว ตอบคำถามลูกค้าที่สนใจติดต่อผ่านช่องทางต่างๆ ประสานหน่วยงานที่เกี่ยวข้องให้งานเป็นไปอย่างราบรื่นตามแผนงานที่กำหนด ประสาน จัดเตรียมงาน Soft Opening, Grand Opening และ Customer event ต่างๆ ตรวจสอบ บันทึก ยืนยัน และแจ้งเตือน ตารางนัดหมายของผู้บริหาร คุณสมบัติผู้สมัคร การศึกษาปริญญาตรี มีบุคลิกภาพดี น่าเชื่อถือ มีมารยาท นอบน้อมถ่อมตน มีใจรักงานบริการ Good Service Mind, มีความรับผิดชอบและละเอียดรอบคอบ มีมนุษย์สัมพันธ์ที่ดี มีทักษะด้านการติดต่อสื่อสาร การนำเสนอสินค้า มีความรู้ และทักษะในการใช้ Social Media (Facebook, IG, Tiktok) มีไหวพริบสามารถแก้ไขปัญหาเฉพาะหน้าได้ทันท่วงที มีความยืดหยุ่นในการทำงาน สามารถทำงานนอกสถานที่ได้ มีทักษะในการใช้ภาษาไทย-อังกฤษ และใช้คอมพิวเตอร์ Microsoft Office ได้เป็นอย่างดี มีความรู้รอบตัวสูง พร้อมที่จะเรียนรู้ พัฒนาตัวเองอยู่เสมอ"
Business Development Manager/ผู้จัดการฝ่ายพัฒนาธุรกิจ,"WEED LAND CO., LTD.",Phuket,New Business Development,Full time,70000,119999,"We are looking for an experienced business development manager for retail brand Weeden. We are a legal retail brand with 15 stores on Samui and Phuket. Required skills: 5+ years of experience as Head of Sales \ BizDev \ Operational Manager at the offline retail business\distribution; Experience in managing teams of a minimum of 10 people, hiring, and developing salespeople; English B2; Strong leadership skills, excellent communication abilities; Digital approach to analyzing processes; Team-player for the long run; Resilience and tolerance for risks and ""disruptions"" in our niche; To be ready for regular changes. Responsibilities: Improving workflow and sales volume of our existing dispensaries; Opening and developing new locations; Managing a team of sellers\ budtenders and lead them to achieve sales plan and customer success. We offer: Full-time hybrid = office + remote, but with mandatory presence in Thailand on Phuket Island Salary (fix + % of sales) The possibility to implement ideas and see the result of their implementation Friendly open-minded team Job Type: Full-time Salary: ฿68,500.00 - ฿102,800.00 per month Ability to Commute: ภูเก็ต (Required) Ability to Relocate: ภูเก็ต: Relocate before starting work (Required)"
"Manager, e-Commerce",RS Group,"Chatuchak, Bangkok",New Business Development,Full time,,,"Reporting to Head of RS LiveWell, you will be responsible for: Ensure all marketplace channels [Lazada/Shopee/Others (if any)] are growing and deliver KPI on track Ensuring optimal product presentation and visibility on online channels. Leading all initiatives across different services with platform theme and our own brand campaign for each platforms. Ensure consumer acquisition and retain them with satisfaction method, tool or program base on consumer behavior. Manage day-to-day collaboration all channel with brand/partner/customer Coordinating with internal cross function and partner for smooth operation including all supply chain and stock monitoring & management Establish and monitor progress against key performance indicators Monitor market trends and competitor analysis Responsible for partnership retain client satisfaction and tracking customer behavior based on data Works with internal and external stakeholders, other departments, Merchandise, marketing team, sales team, online team, agency etc.to ensure that everything is ready for go-live: branding, product and campaign. Work with Platform and marketplace [Lazada/Shopee/Others (if any)] to ensure that activities are in place and growing business together. Generate report and any platform analysis to related department The ideal candidate should possess the following background: Bachelor's degree or higher in Marketing E-Commerce, Computer, Business or other related fields. 2-3 years of direct experiences in E-commerce and Digital Marketing from Retail. Direct experience E-Commerce Marketing, CRM and Database Marketing in Online Retail and digital campaign. Experience end-to-end customer shopping experience – UX, UI and CX Up-beat, positive, can-do attitude, inquisitive personality; trusted, reliable and goal-oriented. Fast-learner; Adaptability Quotient, analytical thinking and good communication skills; organized and dedicated. Good communicate both Thai and English. Able to work under pressure very well. Excellence work with MS Office task."
Shop Manager (Luxury Products)/ผู้จัดการร้าน,"SAHA KOMEHYO CO., LTD.","Bang Kapi, Bangkok",New Business Development,Full time,,,"Job Descriptions: Manage the store operations, Inventory, Shift scheduling of work for sales staff, Customer management. Manage and analyze budget and actual result, and propose action plans for further development. Report on actual result, buying trends, customer needs, profits etc. Manage supporting staff, motivate, educate and training members to accomplish goal, follow company policies and procedures. Ensure high levels of customers satisfaction through excellent service. Deal with all issues that arise from customers or staff. (complaints, grievances etc.) Support other tasks if there any requested. Really recommend for a brand-lover person! Qualifications: Bachelor's Degree in any related field. 3-5 years (or more) experience in retail business. (Luxury brand related field would be advantage) Available to work on weekend (Shift working) Good command of listening and speaking English. (Other language would be advantage) Pleasant personality with excellent service attitude. Can work well under pressure Good team player and time management skills. Benefits: Social Security, Provident Fund, Transportation Allowance, Group insurance, Commission, Incentive, etc. Work Place: The Mall Lifestore Bangkapi Interested candidates are invited to apply with resume, expected salary, and enclosing a recent photograph via email: APPLY NOW SAHA KOMEHYO CO.,LTD. 4,4/5 Central Tower, Room No.04, 12M floor Rajadamri Road, Pathumwan, Pathumwan, Bangkok 10330 Tel: +66 (0)2-102-9501 - 3 https://www.komehyo.co.th/"
Store officer (PC)/พนักงานขาย,"MERCULAR CO., LTD.",Nonthaburi,Account & Relationship Management,Full time,16000,19999,ขายสินค้าหน้าร้าน จัดเก็บดูแลสินค้า ตรวจนับสินค้าและบันทึกการขาย เจรจาเรื่องเงื่อนไขการซื้อขาย และให้คำ-ปรึกษาแก่ลูกค้า รวมทั้ง แก้ปัญหาที่อาจเกิดขึ้นก่อน การขาย และหลังการขาย หาลูกค้าใหม่ๆ และติดตามการขาย จัดกิจกรรมส่งเสริมการขาย ส่วนลดตัวสินค้า การโฆษณาประชาสัมพันธ์ต่างๆ ให้บริการหลังการขายแก่ลูกค้า เช่นการตรวจสอบผลิตภัณฑ์หลังการซื้อสินค้า หรือเปลี่ยนชิ้นส่วนที่ชำรุดให้แก่ลูกค้า  เป็นต้น ผลักดันยอดขายให้ได้ตามเป้าหมายที่ถูกกำหนดไว้
Personal Shopper ประจำTops โซนลาดพร้าว ติดต่อคุณโม 0990827625/ผู้ช่วยช้อปปิ้ง,Central Retail Corporation Public Company Limited,"Bang Khen, Bangkok",Account & Relationship Management,Full time,,,รายละเอียดงาน 1. เป็นผู้เชี่ยวชาญด้านการขายและแนะนำสินค้าด้วยมีบุคลิกภาพที่ดี 2. นำเสนอขายสินค้า และบริการของสาขาใหกับลูกค้าผ่าน ช่องทางโทรศัพทหรือ social platform ต่างๆ 3. รับออเดอร์และดำเนินการหยิบสินค้าตามคำสั่งซื้อของลูกค้า 4. ในกรณีที่สินค้าขาด ต้องแนะนำสินค้าทดแทนให้ลูกค้าได้ 5. ปิดการขาย และดำเนินการช่วยเหลือลูกค้าชำระค่าสินค้าผ่านแคชเชียร์ พร้อมทั้งประสานงานการ จัดส่ง สินค้า ให้กับลูกค้า ผ่านนช่องทาง Delivery ต่างๆของสาขาเพื่อให้ลูกค้าเกิดความประทับใจ 6. ดำเนินการประสานงานกับผู้จัดการแผนกที่เกี่ยวข้องเพื่อ วางแผนการสั่งซื้อ สต๊อก สินค้าที่ขายดี ให้มีเพียงพอกับคววามต้องการของลูกค้า 7. Update ข้อมูลโปรโมชั่นต่างๆที่ได้รับจาก SSC ลงใน Social Platform ของสาขา 8. สำรวจความต้องการและความพึงพอใจของลูกค้า พร้อมรายงานสรุปต่อผู้จัดการร้านและ ผู้อำนวนการเขต 9. นำเสนอแนะนำให้ลูกค้าเข้าถึง Social Platform ของสาขาเพื่อเพิ่มจำนวนสมาชิกใน Social Platform ของสาขา คุณสมบัติ -สื่อสารภาษาอังกฤษได้ -รักการขายและปิดการขายได้ -มีใจรักงานบริการ -สามารถทำงานเป็นกะได้ -หากมีประสบการณ์ด้านงานบริการจะพิจารณาเป็นพิเศษ -ยินดีรับนักศึกษาจบใหม่ สวัสดิการ -กองทุนสำรองเลี้ยงชีพ -ประกันชีวิต -ค่ารักษาพยาบาล 40000 บาท/ปี -ประกันสังคม -ยูนิฟอร์ม -ตรวจสุขภาพประจำปี สาขา -เซ็นทรัลลาดพร้าว -เซ็นทรัลอีสวิล
Perfect Store Manager (Data Scientist),PepsiCo,"Khlong Toei, Bangkok",Management,Full time,,,"Main purpose of the role This individual will support the Sector DX Analytics and Insights agenda helping setup Store DNA and leveraging that information to deliver solution for driving actionable insights for Thailand Market. Key responsibilities will be to understand the data availability in the market, develop solutions using advanced analytics, deep learning projects to support perfect store agenda Optimizing and integrating different data sets to enable the undertaking of advanced analytics to identify growth opportunities. Accountabilities Work closely with Demand accelerate Global team & leveraging data analysis to implement and ensure execution at store Understand market and commercial knowledge of TT / MT business & work with Sales / Trade team to drive execution base on analysis of market clustering / segmentation & forecasting Able to prepare data for use in advanced analytics to support business plan & drive business results Lead and emphasize on actionable insights to be deployed and tracking for the implementation Develop , maintain and apply statistical models to business questions and prepare the business proposal Qualifications Masters degree in Business, Marketing, Engineering: MBA a plus Ability to translate business and technical requirements into non-technical terms Demonstrated experience in handling large data sets and relational databases High-level written and verbal communication skills Provide ad-hoc analysis and deliverables as requested Results oriented with the ability to complete assignments in a timely manner Proficient in Microsoft Excel and PowerPoint with the ability to quickly learn various in- house applications Detail-oriented with dedication to continuous improvement Ability to work in diverse teams Language skills English – business fluent Possess ability to analyze & benchmark competitive scenarios Excellent written and oral communication skills; consistently communicates using appropriate methods for situation and audience in clear, concise and professional manner Ability to work collaboratively and proactively with multi-functional teams Be flexible, organized and able to handle competing priorities Solution-oriented approach to problem solving Depth and breadth of syndicated data analytics and statistical modeling Complete understanding of internal & external data sources that could contribute to analytics roles across service centers Strong analytica l thinking with proven abilityto connect data & insight from category consumption, brands drivers, macro & micro trends, and future forces of consumer change and deliver clear implications for the business"
Sales Executive (Steel Dept.) / เจ้าหน้าที่ฝ่ายขาย (แผนกเหล็ก)...,"Nippon Steel Trading (Thailand) Co., Ltd.","Bang Na, Bangkok",Account & Relationship Management,Full time,,,"Job Descriptions Respond to find new customers and seek for business opportunities. Negotiate the terms of agreement and close the sales. Develop & Maintain with the customers & suppliers' relationship. Documentation related to the requirement of sales. Follow up process from beginning until payment receipt. Other jobs related sales. Qualifications: Bachelor’s degree or higher in Marketing or Business related fields. Experience 2 years in Sales Executive will be an advantage. Good command of speaking & writing in English language. Proficiency in operating computer in MS Office. Own car with driving license and able to travel upcountry from time to time. Strong interpersonal & communication skills, high responsibility, integrity, dynamic and energetic."
"Sales Manager, Logistics/Freight Forwarding, Chonburi (Contact Neung)","PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd.",Chon Buri,New Business Development,Full time,,,"My client is international logistics - freight forwarding company. Working: Monday - Friday Qualifications Bachelor degree in Business, Marketing, International Business, Logistics related Total 15+ years of work experience, including in the Freight forwarding, customs clearance, international logistics industry, cross-border industry work experience is preferred Having social logistics resources, channel resources and customer resources is advantages Background knowledge – well understand customs clearance process and all concerned points. Good operational – managerial skills, hands on, good leadership – team management skill Well-organized, arrangement, planning and coordination skills Good communication – negotiation skill, cost control awareness Experienced to serve – deal with international customers – CH is advantage Proficient in Microsoft Office (Excel, Word , Power Point). Responsibilities Proactively interact and acquire new customers for Ocean, Air, Cross-Border Transportation (CBT) and Customs Brokerage. Building strong and long-lasting relationships with new & existing customers in order to develop additional business opportunities. Responsible for the bidding planning and management system of cost construction for cross-border air and sea transportation especially customs brokerage in all area business, including development planning, business processes, operation specifications, etc. Responsible for the establishment of various channel resources for freight forwarding business and continuous maintenance and continuous development of high-quality logistics suppliers, such as business cooperation with supplier, customs clearance companies, shipping companies, fleets etc. Responsible for sea, air ,cross-border and shipping sales team formation, market development and sales channel construction. Responsible for the logistics operation; control all aspects of logistics and reduce logistics costs while ensuring the safety of goods. All applications will be treated in strict confidence. All material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified. By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.persolkelly.co.th for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know. PERSOLKELLY HR Services Recruitment (Thailand) Co., Ltd. www.persolkelly.co.th 27th Floor, Empire Tower 3 (near BTS Chong Nonsi), Unit 2707, 1 South Sathorn Road, Yannawa, Sathorn, Bangkok 10120 | Thailand"
Business Development Manager,"Artop Media (Thailand) Co., Ltd.","Mueang Samut Prakan, Samut Prakan",New Business Development,Full time,30000,44999,"Responsibilities Focus on short videos and TV dramas, collaborating with businesses for advertising placements Assist in conducting market research and proactively reach out to potential clients Organize both online and offline meetings with ability to work independently with strong communication and coordination skills Minimize profit and reduce cost also seeking business opportunities Proficient in creating presentations and skills in Microsoft office Qualifications Minimum 4 years of experience in business development, sales, or marketing role, preferably in the entertainment or media industry with bachelor's degree in Business Administration, Marketing, Communications, or related field Fluency in Chinese (Mandarin) and English will be advantage Proven track record in negotiating and closing deals, cultivating relationships with clients, and developing strategies for market growth Location: Near BTS Bearing"
